"person_id","sex","race","start_year","end_year","start_date","end_date","supervision_type","end_reason","offense_category"
"10594682","Male","Black, non-Hispanic",2021,2023,2021-04-05,2023-03-20,"Probation","Completed","Violent"
"10594896","Male","Hispanic, any race",2019,2022,2019-02-18,2022-03-12,"Probation","Completed","Violent"
"10595200","Male","White, non-Hispanic",2011,2020,2011-06-08,2020-01-19,"Probation","Completed","Drugs"
"10595451","Male","Black, non-Hispanic",2019,2023,2019-10-10,2023-06-20,"Probation","Revoked","Violent"
"10596623","Male","Black, non-Hispanic",2016,NA,2016-12-08,NA,"Probation",NA,"Violent"
"10596920","Male","Black, non-Hispanic",2019,2022,2019-01-24,2022-02-18,"Parole","Other","Violent"
"10596952","Female","White, non-Hispanic",2023,NA,2023-03-18,NA,"Probation",NA,"Drugs"
"10597760","Female","White, non-Hispanic",2016,2019,2016-05-17,2019-12-03,"Parole","Completed","Property"
"10598050","Male","White, non-Hispanic",2020,2020,2020-06-07,2020-08-28,"Probation","Completed","Drugs"
"10598299","Male","White, non-Hispanic",2019,2020,2019-08-16,2020-09-05,"Parole","Other","Property"
"10598779","Male","Hispanic, any race",2015,2020,2015-04-17,2020-01-12,"Probation","Revoked","Drugs"
"10598832","Male","Black, non-Hispanic",2023,NA,2023-03-15,NA,"Parole",NA,"Drugs"
"10599107","Male","White, non-Hispanic",2018,NA,2018-07-08,NA,"Probation",NA,"Violent"
"10599466","Male","Black, non-Hispanic",2022,2022,2022-03-15,2022-10-31,"Parole","Completed","Property"
"10600180","Male","White, non-Hispanic",2001,NA,2001-01-09,NA,"Probation",NA,"Violent"
"10600631","Female","Black, non-Hispanic",2019,2019,2019-11-01,2019-11-03,"Parole","Completed","Drugs"
"10600783","Male","Hispanic, any race",2008,2019,2008-01-17,2019-11-27,"Probation","Completed","Violent"
"10600800","Female","Black, non-Hispanic",2019,NA,2019-06-05,NA,"Probation",NA,"Violent"
"10600866","Male","Hispanic, any race",2016,2020,2016-11-20,2020-03-17,"Parole","Revoked","Drugs"
"10600874","Female","White, non-Hispanic",2022,2022,2022-03-16,2022-04-03,"Parole","Completed","Property"
"10600887","Male","Black, non-Hispanic",2022,2023,2022-03-06,2023-08-21,"Probation","Revoked","Other"
"10601127","Male","White, non-Hispanic",2016,2019,2016-02-16,2019-05-04,"Parole","Revoked","Property"
"10601210","Male","White, non-Hispanic",2018,2019,2018-06-25,2019-08-30,"Parole","Completed","Violent"
"10601823","Female","Black, non-Hispanic",2018,2020,2018-11-21,2020-08-18,"Probation","Completed","Violent"
"10601834","Female","Hispanic, any race",2018,2019,2018-05-10,2019-05-26,"Probation","Completed","Property"
"10602380","Male","Hispanic, any race",2014,2019,2014-02-15,2019-11-21,"Probation","Other","Drugs"
"10602503","Female","Black, non-Hispanic",2023,NA,2023-05-16,NA,"Probation",NA,"Property"
"10602541","Male","White, non-Hispanic",2020,2022,2020-11-06,2022-11-04,"Probation","Completed","Other"
"10602564","Female","Black, non-Hispanic",2019,NA,2019-01-21,NA,"Probation",NA,"Violent"
"10602684","Male","Hispanic, any race",2020,2021,2020-03-15,2021-06-09,"Probation","Revoked","Violent"
"10603079","Male","Black, non-Hispanic",2017,NA,2017-12-31,NA,"Parole",NA,"Violent"
"10603534","Male","Black, non-Hispanic",2021,2022,2021-09-17,2022-11-13,"Probation","Completed","Drugs"
"10603587","Male","White, non-Hispanic",2023,NA,2023-11-10,NA,"Probation",NA,"Violent"
"10603716","Female","White, non-Hispanic",2023,2023,2023-05-11,2023-12-02,"Probation","Revoked","Drugs"
"10604315","Male","Black, non-Hispanic",2018,2019,2018-10-16,2019-11-11,"Parole","Completed","Other"
"10604558","Male","Hispanic, any race",2014,2019,2014-08-22,2019-10-24,"Probation","Completed","Violent"
"10604943","Male","Black, non-Hispanic",2018,2019,2018-03-25,2019-11-02,"Parole","Other","Property"
"10605498","Male","Hispanic, any race",2019,2020,2019-02-20,2020-09-09,"Probation","Revoked","Violent"
"10605519","Male","Black, non-Hispanic",2020,2020,2020-05-25,2020-12-30,"Parole","Revoked","Property"
"10605534","Female","White, non-Hispanic",2023,NA,2023-02-11,NA,"Probation",NA,"Drugs"
"10606638","Female","Hispanic, any race",2019,2021,2019-10-15,2021-05-26,"Probation","Other","Drugs"
"10606785","Male","Black, non-Hispanic",2022,NA,2022-03-07,NA,"Probation",NA,"Violent"
"10607269","Male","Black, non-Hispanic",2019,NA,2019-12-11,NA,"Probation",NA,"Violent"
"10607296","Male","White, non-Hispanic",2017,NA,2017-12-31,NA,"Parole",NA,"Violent"
"10607487","Male","Black, non-Hispanic",2022,NA,2022-12-14,NA,"Parole",NA,"Drugs"
"10607783","Male","Hispanic, any race",2023,NA,2023-01-27,NA,"Probation",NA,"Violent"
"10608180","Male","White, non-Hispanic",2017,2019,2017-01-12,2019-10-25,"Probation","Completed","Drugs"
"10608220","Female","White, non-Hispanic",2021,2022,2021-01-17,2022-04-11,"Probation","Other","Property"
"10608226","Male","Black, non-Hispanic",2021,2023,2021-01-07,2023-07-16,"Parole","Completed","Other"
"10608601","Female","White, non-Hispanic",2018,2020,2018-11-26,2020-10-21,"Probation","Revoked","Property"
"10608625","Male","Black, non-Hispanic",2007,NA,2007-09-22,NA,"Parole",NA,"Violent"
"10608884","Female","White, non-Hispanic",2018,2020,2018-08-28,2020-06-25,"Probation","Completed","Drugs"
"10609125","Male","Black, non-Hispanic",2003,2023,2003-09-13,2023-01-31,"Parole","Completed","Violent"
"10609200","Male","Black, non-Hispanic",1998,NA,1998-09-02,NA,"Probation",NA,"Violent"
"10609817","Male","White, non-Hispanic",2014,NA,2014-02-07,NA,"Parole",NA,"Property"
"10610111","Male","Black, non-Hispanic",2022,2023,2022-08-04,2023-09-09,"Probation","Completed","Violent"
"10610208","Male","Black, non-Hispanic",2019,2020,2019-03-04,2020-06-08,"Probation","Completed","Other"
"10610312","Male","Hispanic, any race",2022,2022,2022-04-12,2022-08-07,"Parole","Revoked","Violent"
"10610431","Male","Black, non-Hispanic",2007,2022,2007-01-26,2022-03-16,"Probation","Completed","Violent"
"10611177","Female","White, non-Hispanic",2018,2020,2018-08-05,2020-06-14,"Probation","Other","Property"
"10611204","Male","Hispanic, any race",2019,2021,2019-03-05,2021-01-16,"Parole","Revoked","Property"
"10611344","Male","Hispanic, any race",2021,2021,2021-10-01,2021-12-21,"Probation","Completed","Drugs"
"10611523","Male","White, non-Hispanic",2020,NA,2020-08-05,NA,"Probation",NA,"Violent"
"10611812","Male","Black, non-Hispanic",2005,2019,2005-08-24,2019-10-05,"Probation","Revoked","Property"
"10612128","Male","White, non-Hispanic",2022,NA,2022-08-18,NA,"Probation",NA,"Other"
"10612130","Male","Black, non-Hispanic",2013,NA,2013-09-25,NA,"Probation",NA,"Violent"
"10612210","Male","Black, non-Hispanic",2020,2020,2020-06-08,2020-08-11,"Probation","Completed","Drugs"
"10612578","Female","White, non-Hispanic",2006,2021,2006-07-06,2021-04-19,"Probation","Completed","Violent"
"10612660","Female","White, non-Hispanic",2021,2023,2021-11-17,2023-07-28,"Probation","Completed","Drugs"
"10613100","Male","White, non-Hispanic",2019,2021,2019-05-31,2021-01-03,"Probation","Revoked","Violent"
"10613633","Male","Black, non-Hispanic",2016,2020,2016-05-19,2020-08-16,"Probation","Revoked","Drugs"
"10614073","Male","Black, non-Hispanic",2022,NA,2022-11-12,NA,"Parole",NA,"Drugs"
"10614265","Male","White, non-Hispanic",2019,2021,2019-08-29,2021-01-01,"Probation","Completed","Drugs"
"10614626","Male","Black, non-Hispanic",2017,2022,2017-07-30,2022-05-27,"Parole","Other","Violent"
"10614692","Male","Other, non-Hispanic",2020,2020,2020-09-19,2020-12-01,"Probation","Other","Violent"
"10614789","Male","Hispanic, any race",2022,2023,2022-02-25,2023-06-04,"Parole","Completed","Property"
"10615065","Male","White, non-Hispanic",2021,2022,2021-01-22,2022-09-02,"Parole","Revoked","Property"
"10615069","Male","White, non-Hispanic",2018,2020,2018-12-07,2020-05-11,"Parole","Completed","Property"
"10615854","Male","Hispanic, any race",2017,2021,2017-12-06,2021-09-26,"Parole","Completed","Property"
"10616035","Male","Black, non-Hispanic",2020,2023,2020-11-06,2023-01-01,"Parole","Completed","Violent"
"10616332","Male","White, non-Hispanic",2018,2019,2018-03-13,2019-05-06,"Probation","Completed","Violent"
"10617105","Male","White, non-Hispanic",2017,2023,2017-05-10,2023-02-07,"Parole","Completed","Violent"
"10617893","Male","White, non-Hispanic",2018,2019,2018-05-24,2019-09-12,"Probation","Completed","Drugs"
"10617956","Female","White, non-Hispanic",2019,2020,2019-03-13,2020-08-16,"Parole","Revoked","Other"
"10618014","Male","Black, non-Hispanic",2020,NA,2020-05-16,NA,"Probation",NA,"Violent"
"10618987","Male","Hispanic, any race",2018,2019,2018-08-22,2019-11-09,"Probation","Completed","Drugs"
"10619319","Male","White, non-Hispanic",2023,NA,2023-06-26,NA,"Probation",NA,"Drugs"
"10619551","Male","White, non-Hispanic",2021,NA,2021-11-09,NA,"Parole",NA,"Violent"
"10619624","Male","White, non-Hispanic",2011,NA,2011-09-24,NA,"Parole",NA,"Violent"
"10620439","Male","White, non-Hispanic",2023,2023,2023-03-26,2023-08-28,"Parole","Completed","Drugs"
"10620588","Female","White, non-Hispanic",2021,NA,2021-10-24,NA,"Probation",NA,"Drugs"
"10620824","Male","Hispanic, any race",2020,2023,2020-08-06,2023-09-12,"Probation","Completed","Drugs"
"10621111","Male","Black, non-Hispanic",2008,2022,2008-04-17,2022-08-09,"Parole","Completed","Violent"
"10621226","Female","White, non-Hispanic",2018,2020,2018-08-14,2020-10-19,"Probation","Revoked","Drugs"
"10621261","Male","Hispanic, any race",2021,2022,2021-12-02,2022-12-31,"Probation","Completed","Other"
"10622377","Male","White, non-Hispanic",2019,2020,2019-04-09,2020-11-21,"Parole","Completed","Other"
"10623016","Male","Other, non-Hispanic",2021,NA,2021-06-10,NA,"Parole",NA,"Other"
"10623064","Male","Black, non-Hispanic",2021,2023,2021-09-08,2023-06-15,"Probation","Revoked","Property"
"10623228","Male","Black, non-Hispanic",2007,NA,2007-09-16,NA,"Probation",NA,"Violent"
"10623360","Male","Hispanic, any race",2021,NA,2021-12-22,NA,"Probation",NA,"Violent"
"10623684","Female","Black, non-Hispanic",2023,2023,2023-08-19,2023-12-04,"Probation","Completed","Violent"
"10623997","Male","Hispanic, any race",2020,2020,2020-04-21,2020-04-22,"Parole","Revoked","Property"
"10624131","Male","Hispanic, any race",2018,2020,2018-05-12,2020-01-16,"Parole","Revoked","Property"
"10624221","Female","Black, non-Hispanic",2019,2021,2019-12-07,2021-08-03,"Probation","Completed","Property"
"10624672","Male","White, non-Hispanic",2022,NA,2022-03-20,NA,"Probation",NA,"Drugs"
"10625040","Male","White, non-Hispanic",2021,NA,2021-11-15,NA,"Probation",NA,"Violent"
"10625373","Male","Black, non-Hispanic",2021,2022,2021-05-29,2022-10-17,"Probation","Completed","Violent"
"10625964","Male","Hispanic, any race",2020,NA,2020-01-04,NA,"Probation",NA,"Violent"
"10625965","Male","Black, non-Hispanic",2023,NA,2023-01-10,NA,"Parole",NA,"Other"
"10626640","Male","Hispanic, any race",2020,2021,2020-04-03,2021-10-18,"Probation","Completed","Other"
"10626965","Male","Black, non-Hispanic",2013,NA,2013-10-06,NA,"Probation",NA,"Violent"
"10627234","Male","Hispanic, any race",2019,2022,2019-10-16,2022-09-15,"Probation","Revoked","Violent"
"10627240","Male","Hispanic, any race",2022,NA,2022-12-21,NA,"Parole",NA,"Property"
"10627665","Male","Other, non-Hispanic",2020,2022,2020-03-28,2022-06-16,"Probation","Completed","Property"
"10627708","Male","White, non-Hispanic",2021,2021,2021-04-04,2021-08-10,"Parole","Other","Other"
"10627810","Female","White, non-Hispanic",2021,2021,2021-01-12,2021-12-11,"Parole","Completed","Other"
"10628226","Male","Black, non-Hispanic",1998,2023,1998-10-29,2023-04-29,"Probation","Completed","Violent"
"10628342","Male","White, non-Hispanic",2021,2023,2021-07-26,2023-06-14,"Probation","Other","Other"
"10628342","Male","White, non-Hispanic",2022,2022,2022-02-04,2022-02-11,"Probation","Completed","Violent"
"10628411","Female","White, non-Hispanic",2019,2021,2019-12-18,2021-10-02,"Parole","Completed","Violent"
"10628808","Male","Black, non-Hispanic",2011,NA,2011-05-19,NA,"Probation",NA,"Violent"
"10629152","Male","Black, non-Hispanic",2023,NA,2023-02-21,NA,"Probation",NA,"Violent"
"10629389","Female","White, non-Hispanic",2018,2020,2018-02-08,2020-01-13,"Probation","Completed","Drugs"
"10629456","Male","White, non-Hispanic",2006,NA,2006-11-04,NA,"Probation",NA,"Drugs"
"10629539","Male","Black, non-Hispanic",2016,NA,2016-03-08,NA,"Probation",NA,"Property"
"10629895","Male","White, non-Hispanic",2021,2023,2021-04-06,2023-04-26,"Parole","Completed","Other"
"10630173","Male","White, non-Hispanic",2017,2019,2017-04-14,2019-10-31,"Parole","Revoked","Violent"
"10630549","Male","White, non-Hispanic",2011,NA,2011-07-17,NA,"Parole",NA,"Property"
"10630630","Female","White, non-Hispanic",2021,2021,2021-05-14,2021-12-19,"Probation","Completed","Drugs"
"10630714","Male","Black, non-Hispanic",2014,2019,2014-02-02,2019-11-01,"Probation","Completed","Violent"
"10630780","Male","White, non-Hispanic",2020,2020,2020-04-10,2020-09-30,"Parole","Revoked","Drugs"
"10631088","Female","White, non-Hispanic",2020,2022,2020-10-09,2022-06-10,"Probation","Revoked","Violent"
"10631622","Male","Black, non-Hispanic",2021,NA,2021-12-28,NA,"Probation",NA,"Property"
"10631788","Female","White, non-Hispanic",2022,NA,2022-08-08,NA,"Probation",NA,"Violent"
"10631834","Male","Hispanic, any race",2018,2019,2018-02-08,2019-05-01,"Probation","Completed","Property"
"10632311","Male","White, non-Hispanic",2022,NA,2022-02-03,NA,"Probation",NA,"Violent"
"10632337","Male","Black, non-Hispanic",2003,NA,2003-12-07,NA,"Probation",NA,"Violent"
"10632359","Female","White, non-Hispanic",2018,2022,2018-11-23,2022-05-26,"Parole","Completed","Violent"
"10632439","Male","Hispanic, any race",2008,NA,2008-09-03,NA,"Probation",NA,"Property"
"10632928","Male","White, non-Hispanic",2023,NA,2023-07-31,NA,"Probation",NA,"Violent"
"10632998","Male","Black, non-Hispanic",2007,NA,2007-11-03,NA,"Probation",NA,"Violent"
"10633602","Male","Black, non-Hispanic",2020,2022,2020-06-29,2022-03-17,"Probation","Revoked","Violent"
"10634059","Male","Black, non-Hispanic",2021,2023,2021-02-12,2023-02-16,"Probation","Completed","Violent"
"10634299","Male","Other, non-Hispanic",2015,2019,2015-04-02,2019-11-16,"Parole","Completed","Violent"
"10634399","Male","Black, non-Hispanic",2017,2020,2017-07-22,2020-01-15,"Parole","Completed","Property"
"10634620","Male","Black, non-Hispanic",2020,2020,2020-02-11,2020-04-28,"Parole","Completed","Other"
"10635102","Male","White, non-Hispanic",2018,2020,2018-12-16,2020-06-04,"Parole","Completed","Property"
"10635335","Male","Black, non-Hispanic",2021,2023,2021-08-02,2023-02-14,"Probation","Completed","Property"
"10635353","Male","White, non-Hispanic",2022,NA,2022-11-27,NA,"Probation",NA,"Violent"
"10635922","Male","Hispanic, any race",2019,2021,2019-02-04,2021-05-09,"Probation","Completed","Drugs"
"10636315","Female","Hispanic, any race",2017,NA,2017-08-18,NA,"Probation",NA,"Other"
"10637295","Male","Black, non-Hispanic",2019,2022,2019-06-06,2022-07-19,"Probation","Completed","Other"
"10637798","Male","Black, non-Hispanic",2015,2023,2015-01-29,2023-12-02,"Parole","Completed","Violent"
"10638252","Male","Hispanic, any race",2021,NA,2021-09-16,NA,"Probation",NA,"Violent"
"10638294","Male","Hispanic, any race",2023,2023,2023-09-14,2023-11-28,"Probation","Other","Property"
"10638387","Female","Black, non-Hispanic",2021,2023,2021-08-09,2023-05-22,"Parole","Completed","Property"
"10638870","Male","Hispanic, any race",2013,NA,2013-03-03,NA,"Parole",NA,"Violent"
"10639377","Male","White, non-Hispanic",2017,NA,2017-11-10,NA,"Probation",NA,"Violent"
"10639608","Male","Hispanic, any race",2020,2020,2020-04-02,2020-04-13,"Parole","Completed","Other"
"10639664","Male","Black, non-Hispanic",2001,NA,2001-07-10,NA,"Probation",NA,"Violent"
"10639950","Female","Black, non-Hispanic",2023,2023,2023-02-22,2023-10-18,"Probation","Completed","Property"
"10639996","Male","Black, non-Hispanic",2016,2022,2016-11-22,2022-04-03,"Parole","Revoked","Other"
"10640546","Male","Black, non-Hispanic",2022,NA,2022-06-07,NA,"Probation",NA,"Property"
"10640693","Male","Hispanic, any race",2020,2020,2020-04-19,2020-11-24,"Probation","Completed","Drugs"
"10640909","Male","Black, non-Hispanic",2016,2021,2016-03-31,2021-03-13,"Probation","Completed","Drugs"
"10642293","Male","Black, non-Hispanic",2016,NA,2016-10-11,NA,"Probation",NA,"Violent"
"10642636","Male","Black, non-Hispanic",2022,NA,2022-12-06,NA,"Probation",NA,"Drugs"
"10642919","Male","Hispanic, any race",2013,2022,2013-02-12,2022-08-18,"Probation","Other","Violent"
"10643230","Male","Black, non-Hispanic",2018,2019,2018-04-02,2019-09-10,"Parole","Completed","Drugs"
"10644121","Male","Black, non-Hispanic",2020,2020,2020-08-19,2020-11-14,"Parole","Revoked","Drugs"
"10644770","Male","White, non-Hispanic",2014,NA,2014-06-23,NA,"Probation",NA,"Violent"
"10645438","Male","White, non-Hispanic",2022,2022,2022-03-08,2022-04-20,"Probation","Completed","Other"
"10645864","Male","Hispanic, any race",2023,NA,2023-10-11,NA,"Parole",NA,"Drugs"
"10645912","Male","Black, non-Hispanic",2021,NA,2021-01-21,NA,"Probation",NA,"Property"
"10646401","Male","Hispanic, any race",2018,2020,2018-12-15,2020-03-23,"Parole","Revoked","Drugs"
"10646475","Male","Hispanic, any race",2022,2022,2022-06-19,2022-09-10,"Probation","Completed","Property"
"10646717","Male","White, non-Hispanic",2016,2019,2016-05-23,2019-12-27,"Probation","Revoked","Violent"
"10646842","Male","Black, non-Hispanic",2018,NA,2018-04-27,NA,"Probation",NA,"Violent"
"10647090","Male","White, non-Hispanic",2021,2021,2021-11-18,2021-12-11,"Parole","Revoked","Violent"
"10647179","Female","White, non-Hispanic",2023,NA,2023-08-16,NA,"Probation",NA,"Drugs"
"10647329","Male","Black, non-Hispanic",2021,2021,2021-02-21,2021-11-10,"Probation","Completed","Property"
"10647475","Male","White, non-Hispanic",2019,2019,2019-05-12,2019-06-07,"Parole","Completed","Missing"
"10647526","Male","White, non-Hispanic",2016,2020,2016-04-21,2020-11-25,"Probation","Revoked","Other"
"10647603","Male","Hispanic, any race",2022,2022,2022-04-22,2022-08-02,"Probation","Completed","Violent"
"10647767","Male","Other, non-Hispanic",2002,NA,2002-02-12,NA,"Probation",NA,"Violent"
"10647886","Male","Hispanic, any race",2018,2019,2018-02-02,2019-02-08,"Probation","Completed","Drugs"
"10648063","Male","Hispanic, any race",2019,NA,2019-04-12,NA,"Parole",NA,"Drugs"
"10648239","Male","White, non-Hispanic",2000,NA,2000-08-27,NA,"Probation",NA,"Property"
"10648616","Male","Black, non-Hispanic",2017,2020,2017-06-05,2020-04-09,"Probation","Completed","Other"
"10648828","Female","Black, non-Hispanic",2023,NA,2023-05-26,NA,"Parole",NA,"Violent"
"10649008","Male","White, non-Hispanic",2021,2021,2021-02-18,2021-09-14,"Probation","Completed","Property"
"10650504","Male","White, non-Hispanic",2009,2019,2009-02-18,2019-04-09,"Parole","Revoked","Property"
"10651308","Male","Black, non-Hispanic",2010,NA,2010-10-23,NA,"Parole",NA,"Property"
"10651595","Male","White, non-Hispanic",2019,2020,2019-05-31,2020-12-08,"Probation","Completed","Drugs"
"10651684","Male","Hispanic, any race",2020,2022,2020-05-02,2022-09-05,"Probation","Completed","Violent"
"10652256","Male","Hispanic, any race",2008,2021,2008-11-11,2021-07-13,"Parole","Revoked","Violent"
"10652714","Male","Hispanic, any race",2019,2020,2019-10-19,2020-12-11,"Probation","Other","Drugs"
"10652799","Male","White, non-Hispanic",2012,2020,2012-06-02,2020-05-07,"Parole","Revoked","Violent"
"10653221","Male","Hispanic, any race",2011,NA,2011-12-10,NA,"Probation",NA,"Violent"
"10653238","Male","White, non-Hispanic",2020,2020,2020-04-06,2020-10-14,"Probation","Completed","Property"
"10653762","Male","White, non-Hispanic",2009,2021,2009-12-28,2021-02-25,"Probation","Completed","Drugs"
"10654028","Male","White, non-Hispanic",2020,2020,2020-08-01,2020-08-20,"Probation","Revoked","Property"
"10654203","Male","White, non-Hispanic",2023,NA,2023-07-22,NA,"Probation",NA,"Drugs"
"10654782","Male","White, non-Hispanic",2019,2020,2019-02-23,2020-03-22,"Parole","Completed","Property"
"10655161","Male","Black, non-Hispanic",2018,2020,2018-05-01,2020-10-10,"Probation","Revoked","Violent"
"10655742","Male","White, non-Hispanic",2019,NA,2019-03-23,NA,"Parole",NA,"Violent"
"10655800","Male","White, non-Hispanic",2009,NA,2009-07-06,NA,"Parole",NA,"Other"
"10655971","Male","Other, non-Hispanic",2023,NA,2023-07-31,NA,"Parole",NA,"Other"
"10656117","Male","Hispanic, any race",2009,2020,2009-01-14,2020-05-11,"Probation","Other","Property"
"10656230","Male","Black, non-Hispanic",2023,NA,2023-04-15,NA,"Parole",NA,"Violent"
"10656515","Female","White, non-Hispanic",2022,2022,2022-09-24,2022-10-17,"Probation","Completed","Other"
"10656891","Male","Black, non-Hispanic",2000,2023,2000-05-15,2023-04-05,"Probation","Revoked","Violent"
"10657201","Male","White, non-Hispanic",2021,NA,2021-07-31,NA,"Parole",NA,"Other"
"10657287","Male","Black, non-Hispanic",2019,2021,2019-06-26,2021-08-25,"Parole","Completed","Violent"
"10657332","Male","White, non-Hispanic",2015,NA,2015-10-11,NA,"Probation",NA,"Violent"
"10657692","Male","White, non-Hispanic",2019,2021,2019-09-02,2021-05-28,"Probation","Completed","Drugs"
"10657878","Male","White, non-Hispanic",2023,NA,2023-02-17,NA,"Parole",NA,"Violent"
"10658459","Female","Hispanic, any race",2019,2019,2019-05-24,2019-09-30,"Probation","Other","Property"
"10658806","Male","Hispanic, any race",2018,NA,2018-11-07,NA,"Probation",NA,"Other"
"10658887","Female","Hispanic, any race",2023,NA,2023-12-13,NA,"Probation",NA,"Drugs"
"10658996","Female","Hispanic, any race",2021,2022,2021-07-03,2022-10-23,"Probation","Completed","Other"
"10659701","Female","White, non-Hispanic",2023,NA,2023-04-03,NA,"Parole",NA,"Drugs"
"10659817","Male","White, non-Hispanic",2008,NA,2008-06-09,NA,"Probation",NA,"Violent"
"10660196","Male","Hispanic, any race",2009,2022,2009-09-22,2022-11-29,"Probation","Completed","Violent"
"10660251","Male","Hispanic, any race",2021,NA,2021-12-09,NA,"Probation",NA,"Drugs"
"10660611","Male","Black, non-Hispanic",2018,2021,2018-08-22,2021-04-09,"Parole","Completed","Other"
"10660754","Male","White, non-Hispanic",2023,2023,2023-09-09,2023-12-12,"Probation","Completed","Other"
"10660838","Male","Hispanic, any race",2019,2019,2019-05-14,2019-06-02,"Probation","Completed","Other"
"10661732","Male","White, non-Hispanic",2021,2022,2021-04-15,2022-10-04,"Probation","Completed","Property"
"10661849","Female","Black, non-Hispanic",2020,2021,2020-01-30,2021-05-18,"Probation","Completed","Drugs"
"10662196","Male","Black, non-Hispanic",2020,NA,2020-07-17,NA,"Parole",NA,"Drugs"
"10662417","Male","White, non-Hispanic",2022,2023,2022-05-13,2023-12-08,"Parole","Other","Property"
"10662519","Male","White, non-Hispanic",2022,2023,2022-04-02,2023-12-26,"Parole","Completed","Property"
"10662525","Male","Hispanic, any race",2023,2023,2023-03-22,2023-05-29,"Probation","Completed","Violent"
"10663581","Male","White, non-Hispanic",2017,2020,2017-08-28,2020-08-22,"Probation","Completed","Property"
"10664689","Male","Black, non-Hispanic",2020,2021,2020-03-07,2021-07-11,"Probation","Other","Violent"
"10664790","Male","White, non-Hispanic",2022,2022,2022-02-18,2022-06-13,"Probation","Completed","Property"
"10665158","Male","Black, non-Hispanic",2021,2021,2021-03-08,2021-09-03,"Parole","Revoked","Violent"
"10665170","Male","Hispanic, any race",2009,2020,2009-09-10,2020-08-16,"Parole","Completed","Violent"
"10666027","Male","Hispanic, any race",2021,2021,2021-07-20,2021-09-01,"Parole","Revoked","Property"
"10666071","Male","White, non-Hispanic",2018,NA,2018-05-28,NA,"Parole",NA,"Violent"
"10666398","Male","Hispanic, any race",2018,2020,2018-10-27,2020-08-04,"Probation","Completed","Other"
"10666658","Male","Hispanic, any race",2021,NA,2021-01-18,NA,"Probation",NA,"Violent"
"10667665","Male","White, non-Hispanic",2018,2019,2018-03-31,2019-10-12,"Probation","Completed","Other"
"10667724","Male","White, non-Hispanic",2019,2021,2019-11-17,2021-08-11,"Probation","Revoked","Other"
"10667846","Male","White, non-Hispanic",2019,2023,2019-04-17,2023-03-09,"Probation","Revoked","Violent"
"10667983","Male","Hispanic, any race",2007,2021,2007-07-01,2021-05-13,"Probation","Revoked","Violent"
"10668188","Male","Black, non-Hispanic",2021,NA,2021-11-15,NA,"Probation",NA,"Violent"
"10668335","Male","Black, non-Hispanic",2022,NA,2022-11-14,NA,"Probation",NA,"Violent"
"10669034","Male","Black, non-Hispanic",1993,NA,1993-03-26,NA,"Probation",NA,"Violent"
"10669150","Male","Other, non-Hispanic",2018,2020,2018-01-25,2020-09-19,"Probation","Completed","Violent"
"10669392","Male","Black, non-Hispanic",2014,2019,2014-04-04,2019-04-15,"Parole","Revoked","Other"
"10669696","Male","White, non-Hispanic",2020,2020,2020-01-22,2020-06-30,"Probation","Other","Missing"
"10670051","Male","Hispanic, any race",2023,NA,2023-02-03,NA,"Parole",NA,"Drugs"
"10670279","Female","Black, non-Hispanic",2023,NA,2023-07-11,NA,"Probation",NA,"Property"
"10672558","Male","White, non-Hispanic",2017,2020,2017-02-10,2020-09-16,"Parole","Completed","Property"
"10672735","Male","White, non-Hispanic",2020,2023,2020-01-05,2023-12-28,"Probation","Other","Violent"
"10673781","Male","White, non-Hispanic",2011,NA,2011-07-13,NA,"Probation",NA,"Violent"
"10673812","Male","Black, non-Hispanic",1999,NA,1999-10-30,NA,"Parole",NA,"Violent"
"10674139","Male","Hispanic, any race",2018,2023,2018-11-06,2023-01-18,"Parole","Completed","Violent"
"10674349","Male","Black, non-Hispanic",2003,NA,2003-02-24,NA,"Parole",NA,"Violent"
"10674474","Male","White, non-Hispanic",2018,2019,2018-07-04,2019-10-20,"Probation","Completed","Violent"
"10674511","Male","Black, non-Hispanic",2018,2021,2018-10-08,2021-06-07,"Probation","Completed","Drugs"
"10674725","Male","White, non-Hispanic",2007,NA,2007-08-14,NA,"Probation",NA,"Violent"
"10675040","Male","White, non-Hispanic",2020,2023,2020-05-14,2023-04-05,"Parole","Completed","Violent"
"10675140","Male","Black, non-Hispanic",2020,2020,2020-02-23,2020-07-28,"Probation","Completed","Property"
"10675282","Male","Black, non-Hispanic",1993,NA,1993-01-09,NA,"Probation",NA,"Violent"
"10675570","Male","Black, non-Hispanic",2019,2022,2019-12-21,2022-04-23,"Probation","Completed","Drugs"
"10675924","Male","Black, non-Hispanic",2010,NA,2010-04-19,NA,"Parole",NA,"Violent"
"10676112","Male","Black, non-Hispanic",2018,2022,2018-07-12,2022-08-16,"Probation","Revoked","Other"
"10676325","Male","Black, non-Hispanic",2021,2021,2021-07-01,2021-10-12,"Parole","Completed","Property"
"10676329","Male","Black, non-Hispanic",2018,2020,2018-09-29,2020-05-14,"Parole","Completed","Violent"
"10676443","Male","White, non-Hispanic",2022,NA,2022-03-28,NA,"Probation",NA,"Violent"
"10676639","Male","Black, non-Hispanic",2018,2020,2018-07-05,2020-05-30,"Probation","Other","Violent"
"10676872","Male","White, non-Hispanic",2020,2023,2020-04-12,2023-07-26,"Parole","Completed","Property"
