person_id,start_date,end_date,offense_category,sex,race,start_year,end_year,supervision_type,end_reason
10440512,2021-05-09,,Drugs,Male,"White, non-Hispanic",2021,,Probation,
10440588,2020-09-22,2021-10-10,Property,Male,"White, non-Hispanic",2020,2021,Probation,Other
10440589,2017-12-15,2019-05-27,Violent,Male,"White, non-Hispanic",2017,2019,Parole,Completed
10440699,2014-03-01,2020-11-09,Public order,Male,"White, non-Hispanic",2014,2020,Probation,Completed
10440834,2008-10-28,2019-07-02,Violent,Male,"White, non-Hispanic",2008,2019,Probation,Other
10440841,2017-04-26,2022-02-06,Violent,Male,"Black, non-Hispanic",2017,2022,Probation,Other
10441012,2022-07-18,,Property,Male,"Black, non-Hispanic",2022,,Parole,
10441190,2022-04-19,,Property,Female,"White, non-Hispanic",2022,,Probation,
10441377,2019-05-25,2020-02-16,Drugs,Female,"White, non-Hispanic",2019,2020,Probation,Revoked
10441434,2019-05-20,2020-09-17,Property,Male,"Black, non-Hispanic",2019,2020,Probation,Completed
10441608,2019-07-11,2020-11-06,Public order,Male,"Black, non-Hispanic",2019,2020,Parole,Completed
10441696,2016-10-23,2022-05-03,Public order,Male,"Hispanic, any race",2016,2022,Parole,Completed
10441847,2017-08-30,,Property,Male,"White, non-Hispanic",2017,,Probation,
10442046,2023-08-20,,Drugs,Male,"Hispanic, any race",2023,,Probation,
10442092,2017-06-14,,Violent,Male,"Black, non-Hispanic",2017,,Probation,
10442452,2016-03-09,2019-01-12,Violent,Male,"White, non-Hispanic",2016,2019,Parole,Revoked
10442614,2012-12-04,,Property,Male,"Black, non-Hispanic",2012,,Probation,
10443012,2000-01-21,2023-10-07,Violent,Male,"White, non-Hispanic",2000,2023,Parole,Completed
10443098,2018-01-26,2019-07-20,Property,Male,"White, non-Hispanic",2018,2019,Parole,Completed
10443358,2020-04-12,2021-02-08,Violent,Male,"Black, non-Hispanic",2020,2021,Parole,Completed
10443409,2020-04-22,2020-09-09,Property,Male,"White, non-Hispanic",2020,2020,Parole,Completed
10443443,2022-06-18,,Violent,Male,"White, non-Hispanic",2022,,Probation,
10443613,2019-08-06,2020-05-11,Drugs,Male,"Black, non-Hispanic",2019,2020,Probation,Completed
10443834,2022-05-26,2023-01-05,Property,Male,"White, non-Hispanic",2022,2023,Probation,Completed
10443846,2020-06-18,,Violent,Male,"Black, non-Hispanic",2020,,Probation,
10443969,2020-11-04,2021-09-16,Public order,Male,"Black, non-Hispanic",2020,2021,Probation,Other
10443996,2012-09-03,2020-02-03,Violent,Male,"White, non-Hispanic",2012,2020,Probation,Revoked
10444046,2010-03-21,,Violent,Male,"White, non-Hispanic",2010,,Probation,
10444277,2019-06-19,2020-12-10,Property,Male,"White, non-Hispanic",2019,2020,Probation,Revoked
10444405,2022-06-30,,Violent,Male,"Hispanic, any race",2022,,Parole,
10444522,2019-01-08,2021-10-23,Drugs,Male,"Black, non-Hispanic",2019,2021,Probation,Revoked
10444738,2019-06-22,2022-09-06,Public order,Male,"Hispanic, any race",2019,2022,Parole,Revoked
10444807,2017-03-04,,Violent,Male,"Black, non-Hispanic",2017,,Probation,
10445045,2021-09-28,,Public order,Male,"Black, non-Hispanic",2021,,Probation,
10445271,2020-05-23,2021-11-08,Violent,Male,"White, non-Hispanic",2020,2021,Probation,Completed
10445462,1994-05-07,,Public order,Male,Missing,1994,,Probation,
10445483,2016-01-10,,Violent,Male,"Hispanic, any race",2016,,Probation,
10445496,2018-05-18,2019-11-26,Violent,Male,"Black, non-Hispanic",2018,2019,Probation,Completed
10445666,2020-01-04,2021-02-16,Violent,Male,"White, non-Hispanic",2020,2021,Probation,Completed
10446113,2017-06-07,2020-10-01,Drugs,Male,"Black, non-Hispanic",2017,2020,Probation,Completed
10446234,2020-08-28,2021-04-07,Drugs,Female,"White, non-Hispanic",2020,2021,Probation,Completed
10446648,2017-02-04,2020-07-15,Violent,Male,"Hispanic, any race",2017,2020,Probation,Completed
10446655,1998-12-20,,Violent,Male,"Black, non-Hispanic",1998,,Parole,
10446856,2019-04-18,2021-02-11,Public order,Male,"Black, non-Hispanic",2019,2021,Probation,Completed
10446888,2017-11-22,2020-04-21,Drugs,Male,"Hispanic, any race",2017,2020,Parole,Completed
10447120,2015-11-29,2020-05-23,Property,Male,"Black, non-Hispanic",2015,2020,Parole,Other
10447156,2023-04-29,2023-09-27,Property,Male,"White, non-Hispanic",2023,2023,Parole,Completed
10447265,2023-07-30,,Violent,Male,"Black, non-Hispanic",2023,,Probation,
10447675,2017-04-14,,Violent,Male,"White, non-Hispanic",2017,,Parole,
10447683,2022-03-13,2022-03-23,Property,Male,Missing,2022,2022,Probation,Completed
10447798,2015-06-20,2019-03-30,Violent,Male,Missing,2015,2019,Parole,Completed
10447801,2021-11-02,,Violent,Male,"Black, non-Hispanic",2021,,Probation,
10447856,2001-02-14,,Property,Male,"White, non-Hispanic",2001,,Probation,
10447909,2023-09-06,,Violent,Male,"Black, non-Hispanic",2023,,Probation,
10447912,2016-11-17,,Violent,Male,"Black, non-Hispanic",2016,,Parole,
10448017,2018-07-21,2021-05-06,Public order,Male,"Hispanic, any race",2018,2021,Probation,Completed
10448272,2017-09-05,2019-01-31,Violent,Male,"Black, non-Hispanic",2017,2019,Probation,Revoked
10448561,2019-04-09,2019-04-09,Drugs,Male,"White, non-Hispanic",2019,2019,Probation,Revoked
10448569,2020-03-06,2023-02-13,Drugs,Male,"White, non-Hispanic",2020,2023,Parole,Completed
10449066,2014-12-22,,Drugs,Male,"White, non-Hispanic",2014,,Probation,
10449103,2015-07-09,,Violent,Male,Missing,2015,,Parole,
10449269,2020-12-22,2021-12-18,Violent,Male,"White, non-Hispanic",2020,2021,Probation,Completed
10449411,2023-09-13,,Violent,Male,"White, non-Hispanic",2023,,Parole,
10450027,2011-10-23,2019-01-23,Property,Male,"White, non-Hispanic",2011,2019,Probation,Other
10450178,2023-08-05,2023-09-16,Drugs,Male,"White, non-Hispanic",2023,2023,Probation,Completed
10450250,2014-05-04,2019-12-25,Drugs,Male,"Black, non-Hispanic",2014,2019,Parole,Completed
10450273,2023-04-19,2023-06-02,Property,Male,"Black, non-Hispanic",2023,2023,Probation,Completed
10450414,2018-02-28,2020-10-07,Violent,Male,"Black, non-Hispanic",2018,2020,Probation,Revoked
10450443,2023-06-08,,Violent,Male,"White, non-Hispanic",2023,,Parole,
10450647,2020-11-15,2023-02-12,Violent,Male,"Black, non-Hispanic",2020,2023,Probation,Completed
10450734,2023-05-18,,Drugs,Male,"White, non-Hispanic",2023,,Probation,
10450996,1999-11-25,,Violent,Male,"Black, non-Hispanic",1999,,Probation,
10451072,2019-07-24,2020-02-07,Violent,Female,"White, non-Hispanic",2019,2020,Parole,Completed
10451103,2020-08-10,2020-09-02,Drugs,Male,"Black, non-Hispanic",2020,2020,Parole,Completed
10451179,2023-06-16,2023-12-12,Property,Male,"White, non-Hispanic",2023,2023,Probation,Completed
10451260,2019-01-31,2020-12-27,Property,Male,"White, non-Hispanic",2019,2020,Probation,Completed
10451417,2021-10-04,2022-09-19,Drugs,Male,"White, non-Hispanic",2021,2022,Parole,Completed
10451611,2022-09-15,,Property,Male,"White, non-Hispanic",2022,,Parole,
10451672,2022-11-14,,Property,Male,"White, non-Hispanic",2022,,Parole,
10451929,2018-03-11,2021-07-18,Violent,Male,"Black, non-Hispanic",2018,2021,Probation,Completed
10452102,2020-12-02,2022-02-12,Violent,Male,"Hispanic, any race",2020,2022,Parole,Completed
10452139,2021-09-01,2021-09-22,Public order,Male,"White, non-Hispanic",2021,2021,Probation,Completed
10452295,2017-04-19,2019-12-26,Public order,Male,"Black, non-Hispanic",2017,2019,Parole,Completed
10452347,1992-12-04,,Violent,Male,"Black, non-Hispanic",1992,,Probation,
10452381,2019-06-08,2020-09-25,Drugs,Male,"Black, non-Hispanic",2019,2020,Parole,Completed
10452603,2019-04-27,,Public order,Male,"Black, non-Hispanic",2019,,Parole,
10452990,2020-03-10,2022-01-26,Public order,Male,"Other race(s), non-Hispanic",2020,2022,Probation,Completed
10453177,2019-11-16,,Violent,Male,"Black, non-Hispanic",2019,,Probation,
10453279,2016-03-15,2019-06-25,Violent,Male,"Hispanic, any race",2016,2019,Parole,Completed
10453376,2019-04-24,2019-10-10,Violent,Male,"Hispanic, any race",2019,2019,Probation,Completed
10453479,2021-08-29,2022-09-20,Property,Male,"White, non-Hispanic",2021,2022,Parole,Revoked
10453718,2023-09-28,,Public order,Female,"White, non-Hispanic",2023,,Parole,
10453939,2021-07-18,2022-12-05,Drugs,Male,"Black, non-Hispanic",2021,2022,Probation,Revoked
10454021,2021-11-05,,Violent,Male,"Black, non-Hispanic",2021,,Parole,
10454067,2019-09-17,,Violent,Male,"Black, non-Hispanic",2019,,Parole,
10454154,2018-04-16,2019-12-26,Property,Male,"Black, non-Hispanic",2018,2019,Probation,Revoked
10454235,2006-10-29,,Violent,Male,"Black, non-Hispanic",2006,,Probation,
10454777,2019-06-03,2020-12-22,Property,Female,"White, non-Hispanic",2019,2020,Parole,Completed
10454971,2023-07-04,,Violent,Male,"White, non-Hispanic",2023,,Probation,
10455029,2020-06-25,2021-12-15,Violent,Male,"White, non-Hispanic",2020,2021,Probation,Completed
10455107,2022-03-17,2023-12-07,Property,Male,"Black, non-Hispanic",2022,2023,Probation,Completed
10456158,2011-11-07,,Violent,Male,"Hispanic, any race",2011,,Parole,
10456234,2019-02-06,2021-05-07,Drugs,Male,"White, non-Hispanic",2019,2021,Parole,Completed
10456512,2009-06-04,,Violent,Male,"Black, non-Hispanic",2009,,Parole,
10456730,2011-03-09,,Property,Male,"Hispanic, any race",2011,,Parole,
10456815,2016-10-29,2019-08-04,Drugs,Male,"White, non-Hispanic",2016,2019,Probation,Revoked
10456937,2021-03-29,2022-06-22,Property,Male,"Black, non-Hispanic",2021,2022,Probation,Completed
10457028,2017-12-08,2023-07-10,Property,Male,"White, non-Hispanic",2017,2023,Probation,Completed
10457091,2017-11-16,,Drugs,Male,"White, non-Hispanic",2017,,Probation,
10457115,2020-05-28,2020-06-15,Violent,Male,"White, non-Hispanic",2020,2020,Parole,Completed
10457369,2016-02-17,2019-09-16,Violent,Male,"Hispanic, any race",2016,2019,Probation,Completed
10457379,2020-08-04,2020-08-16,Public order,Male,"Black, non-Hispanic",2020,2020,Parole,Completed
10457383,2017-03-31,2021-02-22,Violent,Male,"White, non-Hispanic",2017,2021,Probation,Completed
10457396,2019-07-11,2021-02-05,Property,Female,"White, non-Hispanic",2019,2021,Probation,Completed
10457575,2018-07-24,,Public order,Male,"Black, non-Hispanic",2018,,Probation,
10457827,2017-05-13,2019-11-28,Public order,Male,"Hispanic, any race",2017,2019,Probation,Completed
10457916,2018-08-12,2019-04-16,Public order,Male,"White, non-Hispanic",2018,2019,Parole,Revoked
10457955,2018-02-15,2019-03-06,Drugs,Female,"White, non-Hispanic",2018,2019,Probation,Completed
10458325,2023-07-04,2023-11-18,Drugs,Male,"Hispanic, any race",2023,2023,Probation,Completed
10458330,2021-08-19,2023-01-24,Property,Male,"White, non-Hispanic",2021,2023,Parole,Completed
10458647,2020-07-10,2021-04-18,Property,Male,"Hispanic, any race",2020,2021,Probation,Completed
10459660,2022-12-11,,Property,Male,"Black, non-Hispanic",2022,,Parole,
10460086,2007-06-24,,Violent,Male,"Black, non-Hispanic",2007,,Probation,
10460243,2020-01-31,2023-12-10,Violent,Male,"White, non-Hispanic",2020,2023,Probation,Completed
10460403,2023-07-14,,Public order,Female,"White, non-Hispanic",2023,,Probation,
10461122,2018-08-11,2022-06-13,Drugs,Male,"Black, non-Hispanic",2018,2022,Probation,Completed
10461292,2021-01-15,2023-08-01,Violent,Male,"Black, non-Hispanic",2021,2023,Probation,Completed
10461369,2023-08-25,,Property,Male,"White, non-Hispanic",2023,,Parole,
10461376,2013-02-26,,Violent,Male,"White, non-Hispanic",2013,,Probation,
10461407,2023-08-16,,Property,Male,"Black, non-Hispanic",2023,,Probation,
10461579,2020-08-02,,Property,Male,"White, non-Hispanic",2020,,Parole,
10461917,2020-12-03,2021-08-20,Drugs,Male,"White, non-Hispanic",2020,2021,Parole,Completed
10462064,2017-02-11,2020-12-15,Property,Male,"Other race(s), non-Hispanic",2017,2020,Probation,Completed
10462182,2018-02-20,2022-07-15,Drugs,Male,"Hispanic, any race",2018,2022,Parole,Completed
10462369,2017-10-09,2020-06-09,Drugs,Male,"Black, non-Hispanic",2017,2020,Probation,Completed
10462388,2019-09-02,2019-09-17,Public order,Male,Missing,2019,2019,Parole,Completed
10462646,2023-07-22,,Violent,Male,"Black, non-Hispanic",2023,,Probation,
10462766,2016-01-21,2020-01-26,Public order,Male,"White, non-Hispanic",2016,2020,Probation,Completed
10462901,2018-11-17,,Drugs,Male,"Other race(s), non-Hispanic",2018,,Probation,
10463035,2016-12-24,,Violent,Male,"Black, non-Hispanic",2016,,Probation,
10463309,2018-12-17,2019-03-07,Public order,Male,"Black, non-Hispanic",2018,2019,Parole,Revoked
10463435,2016-11-06,,Violent,Male,"White, non-Hispanic",2016,,Parole,
10463579,2021-09-22,2021-11-13,Public order,Male,"Hispanic, any race",2021,2021,Parole,Revoked
10464226,2020-06-15,2020-11-06,Drugs,Male,"Hispanic, any race",2020,2020,Probation,Revoked
10464252,2019-03-16,2020-01-02,Public order,Male,"Hispanic, any race",2019,2020,Parole,Completed
10464718,2019-11-02,2020-07-13,Property,Male,"White, non-Hispanic",2019,2020,Parole,Completed
10464813,2016-04-29,2020-05-24,Property,Male,Missing,2016,2020,Probation,Completed
10464837,2023-01-28,,Violent,Male,"Black, non-Hispanic",2023,,Probation,
10465033,2019-12-03,2021-10-10,Drugs,Female,"White, non-Hispanic",2019,2021,Probation,Completed
10465292,2021-07-05,2021-11-05,Property,Female,"Black, non-Hispanic",2021,2021,Probation,Completed
10465338,2023-02-11,2023-11-26,Drugs,Male,"Hispanic, any race",2023,2023,Probation,Other
10465372,2019-05-21,2020-08-17,Drugs,Male,"Black, non-Hispanic",2019,2020,Probation,Completed
10465525,2021-08-02,2022-03-12,Violent,Male,"Black, non-Hispanic",2021,2022,Parole,Completed
10465643,2023-11-25,,Violent,Male,"White, non-Hispanic",2023,,Probation,
10465699,2017-06-18,2019-04-02,Property,Male,"Hispanic, any race",2017,2019,Probation,Completed
10466046,2019-10-30,2020-12-18,Property,Male,"White, non-Hispanic",2019,2020,Parole,Completed
10466143,2023-08-02,2023-09-28,Violent,Male,"Hispanic, any race",2023,2023,Probation,Completed
10466151,2021-08-25,,Violent,Male,"Black, non-Hispanic",2021,,Probation,
10466179,2005-01-03,,Violent,Male,"Black, non-Hispanic",2005,,Probation,
10466240,2020-08-31,2020-10-22,Violent,Male,"Hispanic, any race",2020,2020,Probation,Completed
10466409,2021-08-08,,Violent,Male,"White, non-Hispanic",2021,,Probation,
10466443,2023-08-23,2023-09-07,Drugs,Male,"White, non-Hispanic",2023,2023,Probation,Completed
10466746,2015-04-25,,Property,Male,"Black, non-Hispanic",2015,,Parole,
10466804,2020-09-27,2020-11-01,Property,Male,"White, non-Hispanic",2020,2020,Parole,Completed
10466809,2018-05-31,2021-10-04,Other/unspecified,Male,"White, non-Hispanic",2018,2021,Probation,Completed
10466955,2017-06-13,2020-06-22,Property,Male,"Black, non-Hispanic",2017,2020,Probation,Revoked
10467020,2019-08-22,2021-05-20,Violent,Male,"White, non-Hispanic",2019,2021,Probation,Completed
10467176,2019-10-03,2021-11-02,Drugs,Male,"Black, non-Hispanic",2019,2021,Probation,Completed
10467196,2019-10-08,,Violent,Male,Missing,2019,,Probation,
10467602,2000-11-24,2019-07-27,Violent,Male,"White, non-Hispanic",2000,2019,Parole,Other
10467632,2020-05-02,2020-11-27,Drugs,Male,"Hispanic, any race",2020,2020,Probation,Completed
10467968,2016-01-29,2019-07-08,Public order,Male,"Other race(s), non-Hispanic",2016,2019,Probation,Completed
10468078,2009-06-07,,Violent,Female,"White, non-Hispanic",2009,,Probation,
10468217,2023-10-23,,Public order,Male,"Black, non-Hispanic",2023,,Probation,
10468231,2014-08-19,2019-07-10,Violent,Male,"Hispanic, any race",2014,2019,Parole,Completed
10468273,2021-11-28,,Violent,Male,"Black, non-Hispanic",2021,,Probation,
10468953,2018-09-18,2019-01-22,Public order,Male,"White, non-Hispanic",2018,2019,Probation,Completed
10469203,2020-05-30,2020-08-21,Violent,Female,"Black, non-Hispanic",2020,2020,Probation,Completed
10469372,2019-08-18,2019-09-27,Public order,Male,"Black, non-Hispanic",2019,2019,Probation,Revoked
10469680,2016-09-10,,Violent,Male,"Black, non-Hispanic",2016,,Probation,
10470143,2017-10-14,,Violent,Male,Missing,2017,,Probation,
10470168,2023-02-05,,Violent,Male,"White, non-Hispanic",2023,,Parole,
10470436,2018-12-03,2020-04-14,Public order,Male,"White, non-Hispanic",2018,2020,Parole,Completed
10470956,2023-10-11,,Property,Female,"White, non-Hispanic",2023,,Probation,
10470963,2012-08-20,,Violent,Male,"Black, non-Hispanic",2012,,Parole,
10471023,2022-01-17,,Violent,Male,"Black, non-Hispanic",2022,,Probation,
10471401,2015-07-17,2021-01-19,Violent,Male,"White, non-Hispanic",2015,2021,Probation,Completed
10471718,2013-10-12,2022-09-16,Violent,Male,"Black, non-Hispanic",2013,2022,Probation,Revoked
10471813,2022-11-25,,Public order,Male,"Black, non-Hispanic",2022,,Probation,
10471960,2021-09-13,2021-11-17,Property,Male,"White, non-Hispanic",2021,2021,Parole,Revoked
10471983,2019-10-29,2019-12-19,Property,Male,"White, non-Hispanic",2019,2019,Parole,Completed
10472103,2018-12-17,2020-08-29,Violent,Female,"Black, non-Hispanic",2018,2020,Parole,Completed
10472330,2021-11-02,,Violent,Male,"Black, non-Hispanic",2021,,Probation,
10472338,2019-09-18,,Violent,Male,"Hispanic, any race",2019,,Parole,
10472420,2018-06-12,2019-07-22,Property,Male,"White, non-Hispanic",2018,2019,Probation,Revoked
10472668,2017-03-29,2019-01-06,Violent,Male,"Black, non-Hispanic",2017,2019,Probation,Completed
10472965,2017-03-07,,Violent,Male,Missing,2017,,Probation,
10472989,2020-12-01,,Drugs,Male,"Hispanic, any race",2020,,Probation,
10473326,2015-05-27,2020-06-13,Violent,Male,Missing,2015,2020,Parole,Completed
10473659,2022-07-31,2022-12-20,Property,Male,"White, non-Hispanic",2022,2022,Probation,Revoked
10473833,2003-03-18,,Violent,Male,"Black, non-Hispanic",2003,,Probation,
10473983,2018-11-16,2019-03-28,Violent,Male,"Black, non-Hispanic",2018,2019,Probation,Revoked
10473986,2016-10-07,2021-12-17,Public order,Male,"Black, non-Hispanic",2016,2021,Probation,Other
10474041,2018-04-08,2019-01-18,Property,Male,"Hispanic, any race",2018,2019,Parole,Other
10474592,2020-09-21,2020-09-23,Drugs,Male,"White, non-Hispanic",2020,2020,Parole,Completed
10474896,1999-05-19,2023-12-14,Violent,Male,"Black, non-Hispanic",1999,2023,Probation,Completed
10475167,2015-11-10,2019-01-19,Drugs,Female,"White, non-Hispanic",2015,2019,Parole,Revoked
10475219,2018-04-24,2019-02-10,Property,Male,"White, non-Hispanic",2018,2019,Parole,Completed
10475411,2017-05-30,2019-12-16,Violent,Male,"Black, non-Hispanic",2017,2019,Probation,Other
10475595,2000-03-31,,Violent,Male,"Other race(s), non-Hispanic",2000,,Probation,
10475739,2019-04-16,2019-06-19,Drugs,Male,"White, non-Hispanic",2019,2019,Probation,Other
10475803,2020-03-18,2020-12-20,Violent,Male,"White, non-Hispanic",2020,2020,Parole,Completed
10475806,2021-06-12,2021-08-14,Public order,Male,"White, non-Hispanic",2021,2021,Probation,Completed
10476096,2007-04-08,,Violent,Male,"White, non-Hispanic",2007,,Parole,
10476392,2019-10-09,,Violent,Female,"White, non-Hispanic",2019,,Probation,
10476505,2020-02-17,2020-12-24,Drugs,Male,"White, non-Hispanic",2020,2020,Probation,Revoked
10476554,2020-07-27,,Public order,Male,"Black, non-Hispanic",2020,,Probation,
10476687,2019-11-02,2019-11-05,Drugs,Male,"White, non-Hispanic",2019,2019,Probation,Completed
10476863,2020-03-28,2022-01-30,Property,Female,"White, non-Hispanic",2020,2022,Probation,Revoked
10477025,1999-08-26,,Violent,Female,"White, non-Hispanic",1999,,Parole,
10477044,2018-01-21,,Violent,Male,"Hispanic, any race",2018,,Parole,
10477156,2020-12-26,2021-04-15,Drugs,Male,"Hispanic, any race",2020,2021,Probation,Completed
10477282,2017-03-28,,Violent,Male,"Hispanic, any race",2017,,Probation,
10477337,2018-04-06,2019-09-07,Public order,Male,"Hispanic, any race",2018,2019,Probation,Other
10477357,2021-02-14,2022-06-09,Public order,Male,"White, non-Hispanic",2021,2022,Probation,Revoked
10477379,2022-01-24,2023-04-25,Drugs,Male,"White, non-Hispanic",2022,2023,Parole,Completed
10477494,2019-07-15,2020-01-05,Property,Male,"White, non-Hispanic",2019,2020,Probation,Completed
10478059,2023-06-30,,Public order,Male,"White, non-Hispanic",2023,,Probation,
10478187,2017-08-08,2019-12-26,Property,Male,"White, non-Hispanic",2017,2019,Parole,Completed
10478251,2018-01-10,,Property,Male,"White, non-Hispanic",2018,,Probation,
10478607,2023-11-17,,Violent,Male,"Hispanic, any race",2023,,Parole,
10478924,2020-01-21,2020-11-04,Violent,Male,"Black, non-Hispanic",2020,2020,Probation,Completed
10479041,2022-08-05,2022-09-10,Violent,Male,"Black, non-Hispanic",2022,2022,Probation,Completed
10479449,1998-11-03,,Violent,Male,"Black, non-Hispanic",1998,,Probation,
10479673,2022-03-22,2022-04-04,Public order,Male,"Black, non-Hispanic",2022,2022,Probation,Other
10479778,2017-04-03,2019-06-27,Violent,Male,"White, non-Hispanic",2017,2019,Parole,Completed
10480230,2017-03-29,,Drugs,Male,"Hispanic, any race",2017,,Probation,
10480494,2006-10-17,,Violent,Male,"Hispanic, any race",2006,,Probation,
10480873,2020-09-22,,Violent,Male,"White, non-Hispanic",2020,,Probation,
10481220,2023-01-25,2023-07-07,Drugs,Male,"Black, non-Hispanic",2023,2023,Parole,Revoked
10481531,2015-05-28,,Violent,Male,"White, non-Hispanic",2015,,Parole,
10481639,2016-07-09,,Violent,Male,"Black, non-Hispanic",2016,,Parole,
10481659,2017-10-06,2019-05-09,Drugs,Male,"Black, non-Hispanic",2017,2019,Parole,Revoked
10481922,2019-07-31,,Property,Male,"Hispanic, any race",2019,,Parole,
10481963,2018-04-01,,Public order,Male,"Black, non-Hispanic",2018,,Parole,
10481998,2018-01-08,2019-06-14,Public order,Male,"White, non-Hispanic",2018,2019,Parole,Completed
10482017,2020-03-30,2021-08-06,Violent,Male,"Black, non-Hispanic",2020,2021,Parole,Completed
10482073,2011-03-28,2019-08-10,Public order,Male,"Black, non-Hispanic",2011,2019,Probation,Completed
10482142,2019-01-28,2019-07-17,Property,Male,"White, non-Hispanic",2019,2019,Probation,Completed
10482370,2018-01-02,2019-12-27,Public order,Male,"Hispanic, any race",2018,2019,Probation,Completed
10482404,2023-08-04,2023-11-30,Violent,Male,"White, non-Hispanic",2023,2023,Probation,Completed
10482474,2020-11-27,2021-08-22,Property,Male,"Other race(s), non-Hispanic",2020,2021,Probation,Completed
10482647,2018-06-27,2020-02-28,Public order,Male,"Hispanic, any race",2018,2020,Probation,Completed
10482794,2019-01-05,2021-08-23,Violent,Male,"White, non-Hispanic",2019,2021,Probation,Completed
10483034,2017-08-18,2021-10-28,Violent,Male,"White, non-Hispanic",2017,2021,Probation,Completed
10483072,2018-11-29,2020-08-12,Public order,Male,"White, non-Hispanic",2018,2020,Probation,Completed
10483196,2023-03-12,2023-09-28,Violent,Male,"Hispanic, any race",2023,2023,Probation,Completed
10483683,2023-12-12,,Violent,Female,"White, non-Hispanic",2023,,Parole,
10483705,2020-01-09,,Violent,Male,"Hispanic, any race",2020,,Parole,
10483774,2011-11-19,,Violent,Male,"Black, non-Hispanic",2011,,Parole,
10484118,2021-11-15,2022-02-24,Property,Female,"White, non-Hispanic",2021,2022,Probation,Revoked
10484407,2019-02-18,2020-08-17,Public order,Male,"Hispanic, any race",2019,2020,Parole,Completed
10484653,2017-06-07,2023-05-19,Violent,Male,"White, non-Hispanic",2017,2023,Parole,Completed
10484802,2023-12-10,,Public order,Male,"White, non-Hispanic",2023,,Parole,
10484845,2018-09-23,2020-10-04,Property,Male,"Black, non-Hispanic",2018,2020,Probation,Other
10485228,2014-05-09,2019-04-17,Violent,Male,"White, non-Hispanic",2014,2019,Parole,Completed
10485518,2023-12-07,,Property,Male,"White, non-Hispanic",2023,,Probation,
10485622,2021-10-05,,Public order,Male,"Hispanic, any race",2021,,Probation,
10486231,2020-01-29,2020-11-18,Property,Male,"Black, non-Hispanic",2020,2020,Probation,Completed
10486296,2022-07-18,2022-08-22,Drugs,Male,"White, non-Hispanic",2022,2022,Parole,Completed
10486724,2021-10-03,2022-05-27,Violent,Male,"Hispanic, any race",2021,2022,Probation,Completed
10486937,2016-03-09,2019-04-25,Property,Male,"White, non-Hispanic",2016,2019,Probation,Completed
10487000,2021-04-28,2021-10-14,Public order,Male,"Hispanic, any race",2021,2021,Probation,Completed
10487707,2019-05-22,2019-08-18,Violent,Male,"Hispanic, any race",2019,2019,Probation,Completed
10487793,2021-10-16,2022-09-30,Violent,Male,"Black, non-Hispanic",2021,2022,Probation,Completed
10487818,2018-08-16,2019-03-05,Violent,Male,"Black, non-Hispanic",2018,2019,Probation,Completed
10487867,2015-11-13,2020-07-01,Drugs,Male,"Black, non-Hispanic",2015,2020,Parole,Completed
10487923,2019-04-24,,Violent,Male,"Black, non-Hispanic",2019,,Probation,
10487940,2020-01-15,2020-01-31,Public order,Female,"White, non-Hispanic",2020,2020,Probation,Completed
10487964,2018-04-19,2020-12-28,Public order,Male,"Hispanic, any race",2018,2020,Parole,Completed
10488284,2017-04-12,,Property,Male,"White, non-Hispanic",2017,,Probation,
10488435,2021-06-06,2022-02-01,Property,Male,"White, non-Hispanic",2021,2022,Parole,Completed
10488499,2010-01-07,,Violent,Male,"Other race(s), non-Hispanic",2010,,Probation,
10488983,2017-04-29,,Violent,Male,"White, non-Hispanic",2017,,Probation,
10489180,2020-01-08,,Public order,Male,"Black, non-Hispanic",2020,,Probation,
10489330,2023-02-05,,Violent,Male,"White, non-Hispanic",2023,,Probation,
10489561,1997-02-19,2019-05-25,Violent,Male,"White, non-Hispanic",1997,2019,Parole,Completed
10489633,2018-12-27,2019-05-25,Property,Male,"White, non-Hispanic",2018,2019,Probation,Completed
10489805,1970-03-25,,Violent,Male,"Black, non-Hispanic",1970,,Probation,
10489886,2019-03-31,2020-05-24,Violent,Male,"White, non-Hispanic",2019,2020,Probation,Revoked
10490055,2016-05-03,2022-01-23,Violent,Male,"Black, non-Hispanic",2016,2022,Probation,Revoked
10490135,2022-12-29,,Public order,Male,"White, non-Hispanic",2022,,Probation,
10490434,2020-01-08,,Violent,Male,"Black, non-Hispanic",2020,,Parole,
10491141,2021-05-25,2022-01-22,Property,Male,"Hispanic, any race",2021,2022,Probation,Other
10491267,2023-08-10,,Public order,Male,"White, non-Hispanic",2023,,Parole,
10491382,2015-06-11,2019-02-07,Property,Male,"Black, non-Hispanic",2015,2019,Parole,Completed
10491799,2019-09-25,,Violent,Male,"Black, non-Hispanic",2019,,Probation,
10491869,2022-06-06,2022-09-30,Drugs,Female,"Black, non-Hispanic",2022,2022,Parole,Completed
10491986,2014-04-24,,Violent,Male,"White, non-Hispanic",2014,,Probation,
10492055,2019-07-25,2019-08-15,Public order,Male,"White, non-Hispanic",2019,2019,Probation,Completed
10492086,2018-12-13,2019-09-25,Drugs,Female,"White, non-Hispanic",2018,2019,Probation,Completed
10492506,2015-05-28,,Violent,Male,Missing,2015,,Probation,
10492604,2019-09-07,2019-10-18,Drugs,Male,"Black, non-Hispanic",2019,2019,Probation,Revoked
