"id","gender","race","hearing_year","hearing_type","risk_level"
8559,"Male","White",2020,"Regular","High"
8560,"Male","White",2018,NA,"High"
8561,"Male","White",2021,"Regular","Medium"
8562,"Male",NA,2018,NA,"High"
8563,"Male","Black",2018,NA,"Medium"
8564,"Male","White",2023,"Revocation","High"
8565,"Male","White",2018,NA,"Medium"
8566,"Male","White",2020,"Regular","Medium"
8567,"Male","White",2019,"Regular","Medium"
8568,"Male","White",2023,"Revocation","Medium"
8569,"Male","White",2021,"Regular","Medium"
8570,"Male","White",2019,"Regular","High"
8571,"Male","White",2023,"Revocation","Medium"
8572,"Female","White",2019,"Regular","Low"
8573,"Male","White",2020,"Regular","High"
8574,"Male","White",2023,"Revocation","High"
8575,"Male","White",2023,"Revocation","High"
8576,"Male","White",2021,"Regular","Medium"
8577,"Male","White",2020,"Regular","High"
8578,"Male","White",2022,"Revocation","Medium"
8579,"Male","White",2019,"Regular","Medium"
8580,"Male","White",2023,"Revocation","High"
8581,"Male","White",2023,"Revocation","Medium"
8582,"Female","White",2019,"Regular","Medium"
8583,"Male","White",2020,"Regular","High"
8584,"Male","White",2022,"Revocation","High"
8585,"Female","White",2022,"Revocation","Medium"
8586,"Male","White",2022,"Revocation","High"
8587,"Female","White",2021,"Regular","Medium"
8588,"Male","White",2018,NA,"High"
8589,"Male","White",2019,"Regular","High"
8590,"Male","White",2021,"Regular","High"
8591,"Female","White",2023,"Revocation","Low"
8592,"Male","White",2023,"Revocation","Medium"
8593,"Male","White",2018,NA,"High"
8594,"Male","White",2021,"Regular","High"
8595,"Male","White",2023,"Revocation","High"
8596,"Male","Black",2020,"Regular","High"
8597,"Male","White",2021,"Regular","High"
8598,"Female",NA,2019,"Regular","Medium"
8599,"Female","White",2018,NA,"Low"
8600,"Male","White",2016,"Other","Medium"
8601,"Male","White",2022,"Revocation","Medium"
8602,"Female","White",2020,"Regular","Medium"
8603,"Female","White",2023,"Revocation","Medium"
8604,"Male","White",2021,"Regular","High"
8605,"Female","White",2023,"Revocation","Medium"
8606,"Male","White",2018,NA,"High"
8607,"Male","White",2016,"Disciplinary","Medium"
8608,"Male","White",2017,"Regular","High"
8609,"Male","White",2022,"Revocation","High"
8610,"Female",NA,2017,"Regular","Low"
8611,"Male","White",2018,NA,"Medium"
8612,"Male","American Indian or Alaskan Native",2019,"Regular","High"
8613,"Female","White",2021,"Regular","Medium"
8614,NA,"White",2020,"Regular","Low"
8615,"Male","White",2017,"Regular","High"
8616,"Male","White",2020,"Regular","High"
8617,"Female","White",2023,"Revocation","Medium"
8618,"Male","White",2016,"Other","High"
8619,"Female","White",2019,"Regular","Medium"
8620,"Male","White",2016,"Other","High"
8621,"Male","White",2022,"Regular","Medium"
8622,"Female","White",2021,"Regular","Medium"
8623,"Male","White",2022,"Revocation","Medium"
8624,"Male","White",2020,"Regular","Medium"
8625,"Male","White",2022,"Revocation","High"
8626,"Male","White",2019,"Regular","High"
8627,NA,"White",2018,NA,"Medium"
8628,"Male","White",2020,"Regular","High"
8629,"Male","White",2021,"Regular","High"
8630,"Male",NA,2022,"Revocation","Medium"
8631,"Male","White",2023,"Revocation","Medium"
8632,"Male","White",2023,"Revocation","High"
8633,NA,"White",2023,"Revocation","High"
8634,"Female","White",2019,"Regular","Medium"
8635,"Male","Black",2023,"Revocation","High"
8636,NA,"White",2016,"Other","Low"
8637,"Female","Black",2017,"Regular","Medium"
8638,"Male","White",2017,"Regular","Medium"
8639,"Male","White",2022,"Revocation","High"
8640,"Male","White",2023,"Revocation","High"
8641,"Male","White",2023,"Revocation","High"
8642,"Female","White",2018,NA,"Medium"
8643,"Female","White",2018,NA,"Medium"
8644,"Male",NA,2019,"Regular","Medium"
8645,"Male","White",2020,"Regular","Medium"
8646,"Male","White",2020,"Regular","High"
8647,"Male","Unknown",2018,NA,"Medium"
8648,"Male","White",2017,"Regular","High"
8649,"Male","White",2017,"Regular","High"
8650,"Male","White",2023,"Revocation","High"
8651,"Male","White",2018,NA,"High"
8652,"Female","White",2020,"Regular","Medium"
8653,"Male","White",2023,"Revocation","High"
8654,NA,"White",2017,"Regular","High"
8655,"Male","White",2019,"Regular","High"
8656,"Female","White",2023,"Revocation","Low"
8657,"Male","White",2016,"Other","High"
8658,"Male","White",2018,NA,"High"
8659,"Male","White",2020,"Regular","High"
8660,"Male","White",2021,"Regular","Medium"
8661,"Male","White",2023,"Revocation","Medium"
8662,"Male","White",2016,"Disciplinary","High"
8663,"Male","White",2021,"Regular","High"
8664,"Male","White",2022,"Revocation","High"
8665,"Male","American Indian or Alaskan Native",2017,"Regular",NA
8666,"Male","White",2020,"Regular","High"
8667,"Male","White",2020,"Regular","High"
8668,"Male","White",2021,"Regular","High"
8669,"Male","White",2017,"Regular","Medium"
8670,"Male",NA,2021,"Regular","Medium"
8671,"Female","White",2023,"Revocation","Medium"
8672,"Male",NA,2020,"Regular",NA
8673,"Female","White",2017,"Regular","Low"
8674,"Female","White",2019,"Regular","Medium"
8675,"Male","White",2021,"Regular","Medium"
8676,"Male","White",2022,"Revocation","Medium"
8677,"Male","White",2023,"Revocation","High"
8678,"Male","White",2022,"Revocation","Medium"
8679,"Male","White",2020,"Regular","High"
8680,"Female","White",2018,NA,"Medium"
8681,"Male","White",2017,"Regular","High"
8682,"Male","White",2018,NA,"High"
8683,"Male","White",2020,"Regular","High"
8684,"Female","White",2019,"Regular","Medium"
8685,"Male","White",2021,"Regular","Medium"
8686,"Male","White",2023,"Revocation","High"
8687,"Male","White",2023,"Revocation","High"
8688,"Female","White",2016,"Other","Medium"
8689,"Male","White",2020,"Regular","Medium"
8690,"Male","Black",2022,"Revocation","Medium"
8691,"Female","White",2022,"Revocation","Medium"
8692,"Male","White",2021,"Regular","High"
8693,"Male","White",2023,"Revocation","High"
8694,"Male","White",2017,"Other","Medium"
8695,NA,"White",2022,"Revocation","Low"
8696,"Male","White",2021,"Regular","Medium"
8697,"Male","White",2022,"Regular","High"
8698,"Male","White",2020,"Regular","High"
8699,"Male","White",2019,"Regular","High"
8700,"Male","White",2018,NA,"Medium"
8701,"Male","White",2023,"Revocation","High"
8702,"Male","White",2019,"Regular","High"
8703,"Male","White",2022,"Revocation","High"
8704,"Male","White",2023,"Revocation","High"
8705,"Male","White",2020,"Regular","High"
8706,"Female","White",2018,NA,"Medium"
8707,"Male","White",2019,"Regular","High"
8708,"Male","White",2018,NA,"High"
8709,"Female","White",2021,"Regular","Low"
8710,"Male","White",2023,"Revocation","High"
8711,"Male","White",2017,"Regular","High"
8712,"Male","White",2023,"Revocation","High"
8713,NA,"White",2020,"Regular","High"
8714,"Female","White",2021,"Regular","Medium"
8715,"Male","White",2023,"Revocation","High"
8716,"Male","White",2022,"Revocation","Medium"
8717,"Male","White",2021,"Regular","Medium"
8718,"Male","White",2019,"Regular","High"
8719,"Male","White",2016,"Disciplinary","High"
8720,"Female","Black",2019,"Regular","Low"
8721,NA,"White",2018,NA,"Low"
8722,"Male","White",2023,"Revocation","High"
8723,"Male","White",2021,"Regular","High"
8724,"Male","Black",2023,"Revocation","High"
8725,"Male","Black",2016,"Other","Medium"
8726,"Male","White",2021,"Regular","Medium"
8727,"Male","Black",2017,"Regular","High"
8728,"Male","White",2017,"Regular","Medium"
8729,"Male","White",2022,"Revocation","High"
8730,"Male","White",2016,"Other","Medium"
8731,"Male","White",2019,"Regular",NA
8732,"Female","White",2016,"Other","Medium"
8733,"Male","White",2020,"Regular","High"
8734,"Male","White",2020,"Regular","Medium"
8735,NA,"White",2023,"Revocation","Low"
8736,"Male","White",2021,"Regular","High"
8737,"Female","White",2017,"Regular","Medium"
8738,"Male","White",2021,"Regular",NA
8739,"Female",NA,2016,"Other","Low"
8740,"Male","White",2021,"Regular","High"
8741,"Male","White",2016,"Other","High"
8742,"Male","White",2017,"Regular",NA
8743,"Male","White",2018,NA,"Medium"
8744,NA,"White",2017,"Regular","High"
8745,"Male","White",2017,"Regular","High"
8746,"Male","White",2021,"Regular","Medium"
8747,"Female","White",2019,"Regular","Medium"
8748,"Male","White",2018,NA,"High"
8749,"Male","Unknown",2020,"Regular","Medium"
8750,"Male","White",2020,"Regular","Medium"
8751,"Male","White",2021,"Regular","Medium"
8752,"Male","White",2022,"Revocation","High"
8753,"Female","White",2021,"Regular","Low"
8754,"Male","White",2017,"Regular","High"
8755,"Male","White",2019,"Regular","High"
8756,"Male","White",2020,"Regular","High"
8757,"Male","American Indian or Alaskan Native",2016,"Other","Medium"
8758,"Male","White",2020,"Regular","High"
8759,"Male","White",2019,"Regular","Medium"
8760,"Male","White",2017,"Regular","Medium"
8761,NA,"White",2018,NA,"Medium"
8762,"Male","White",2022,"Revocation","High"
8763,"Male","White",2018,NA,"High"
8764,"Male","White",2021,"Regular","High"
8765,"Male","White",2020,"Regular","High"
8766,"Male","White",2020,"Regular","Medium"
8767,"Male","White",2016,"Other","Medium"
8768,"Male","White",2019,"Regular","Medium"
8769,"Male","White",2020,"Regular","Medium"
8770,"Male","White",2017,"Regular","Medium"
8771,"Male","White",2022,"Revocation","Medium"
8772,NA,NA,2023,"Revocation","High"
8773,"Female","White",2018,NA,"Medium"
8774,"Male","White",2018,NA,"High"
8775,"Male","White",2022,"Revocation",NA
8776,"Male","White",2023,"Revocation","High"
8777,"Male","White",2018,NA,"Medium"
8778,"Male","White",2016,"Other","High"
8779,"Male","White",2016,"Other","High"
8780,"Male","White",2017,"Regular","High"
8781,"Male","White",2017,"Regular","High"
8782,"Male","White",2018,NA,"Medium"
8783,"Male","Black",2019,"Regular","High"
8784,"Male","White",2019,"Regular","Medium"
8785,"Male","White",2017,"Regular","High"
8786,"Male","White",2021,"Regular","High"
8787,"Male","White",2016,"Other","High"
8788,"Male","White",2023,"Revocation","High"
8789,"Male",NA,2022,"Regular","High"
8790,"Female","Unknown",2022,"Revocation","Medium"
8791,"Male","Unknown",2019,"Regular","High"
8792,"Male","White",2022,"Revocation","Medium"
8793,"Male","White",2021,"Regular",NA
8794,"Male","White",2016,"Other","High"
8795,"Male","White",2016,"Disciplinary","High"
8796,"Male","White",2018,NA,"High"
8797,"Male","White",2018,NA,"High"
8798,"Male","White",2022,"Revocation","High"
8799,"Male","White",2019,"Regular","High"
8800,"Male","White",2022,"Revocation","High"
8801,"Male","White",2023,"Revocation","High"
8802,"Male",NA,2017,"Other","High"
8803,"Male","White",2019,"Regular","High"
8804,NA,"White",2022,"Revocation","Medium"
8805,"Male","White",2022,"Revocation","High"
8806,"Male",NA,2021,"Regular","Medium"
8807,NA,"White",2019,"Regular","High"
8808,"Male","White",2020,"Regular","Medium"
8809,"Male","White",2017,"Regular","Medium"
8810,"Male","White",2018,NA,"High"
8811,"Female","White",2020,"Regular","Medium"
8812,"Male","Black",2022,"Regular","Medium"
8813,"Female","White",2018,NA,"Medium"
8814,"Male","White",2018,NA,"Medium"
8815,"Female",NA,2020,"Regular","Medium"
8816,"Male","White",2022,"Revocation","Medium"
8817,"Male","White",2023,"Revocation","High"
8818,"Male","White",2019,"Regular","High"
8819,"Male","White",2023,"Revocation","High"
8820,"Male","White",2017,"Regular","High"
8821,NA,"White",2023,"Revocation","Low"
8822,"Male","White",2016,"Other","Medium"
8823,NA,"White",2020,"Regular","Low"
8824,"Male","White",2018,NA,"High"
8825,"Female","White",2021,"Regular","Medium"
8826,"Male","White",2018,NA,"High"
8827,"Male","White",2022,"Revocation","High"
8828,"Male","White",2017,"Regular","Medium"
8829,"Male","White",2019,"Regular","Medium"
8830,"Male","White",2018,NA,"High"
8831,"Male","White",2019,"Regular","High"
8832,NA,"White",2021,"Regular","Low"
8833,"Male","White",2018,NA,"High"
8834,"Male","Black",2020,"Regular","High"
8835,"Male","Black",2017,"Regular","Medium"
8836,"Male","White",2020,"Regular","Medium"
8837,"Male","White",2016,"Other","Medium"
8838,"Male","White",2016,"Other","High"
8839,"Male","White",2019,"Regular","High"
8840,"Female","White",2017,"Regular","Low"
8841,NA,"White",2017,"Regular","High"
8842,"Male","White",2023,"Revocation","High"
8843,"Male","White",2016,"Disciplinary","High"
8844,"Male","White",2017,"Regular","Medium"
8845,"Male",NA,2017,"Regular","Medium"
8846,"Male","White",2020,"Regular","High"
8847,"Female","White",2017,"Regular","Medium"
8848,"Male","White",2021,"Regular","Medium"
8849,"Female","White",2023,"Revocation","Medium"
8850,"Male","American Indian or Alaskan Native",2020,"Regular","High"
8851,"Male","White",2018,NA,"Medium"
8852,"Male","White",2021,"Regular","Medium"
8853,"Female",NA,2018,NA,"Medium"
8854,"Male","White",2022,"Regular","Medium"
8855,"Male","White",2018,NA,"Medium"
8856,"Male","White",2021,"Regular","High"
8857,"Male","White",2019,"Regular","High"
8858,"Male","White",2019,"Regular","Medium"
8859,"Male","White",2020,"Regular","High"
8860,"Male","White",2023,"Revocation","Medium"
8861,"Male","White",2016,"Disciplinary","Medium"
8862,"Male","White",2019,"Regular","High"
8863,"Male","White",2022,"Revocation","High"
8864,"Male","White",2018,NA,"Medium"
8865,"Male","White",2018,NA,"Medium"
8866,"Male","White",2020,"Regular","High"
8867,NA,NA,2016,"Other","Low"
8868,"Male","American Indian or Alaskan Native",2022,"Revocation","High"
8869,"Male","White",2021,"Regular","High"
8870,"Male","White",2022,"Revocation","High"
8871,"Male","White",2017,"Regular","High"
8872,"Male","White",2023,"Revocation","High"
8873,"Male","White",2023,"Revocation","High"
8874,"Male","White",2016,"Disciplinary","High"
8875,"Female","White",2018,NA,"Medium"
8876,"Male","White",2020,"Regular","Medium"
8877,"Female","White",2016,"Disciplinary","Medium"
8878,"Female","White",2016,"Other","Medium"
8879,"Male","White",2023,"Revocation","Medium"
8880,"Male","White",2021,"Regular","Medium"
8881,"Male","White",2021,"Regular","Medium"
8882,NA,"Unknown",2023,"Revocation","Medium"
8883,"Male","White",2018,NA,"Medium"
8884,"Male","White",2018,NA,"Medium"
8885,"Male","White",2020,"Regular","High"
8886,"Male","White",2022,"Revocation","High"
8887,"Female","White",2021,"Regular","Medium"
8888,"Male","White",2023,"Revocation","High"
8889,"Female","White",2023,"Revocation","Low"
8890,"Male","White",2022,"Revocation","High"
8891,"Male","White",2021,"Regular","High"
8892,"Male","White",2018,NA,"Medium"
8893,"Male","White",2020,"Regular","High"
8894,"Male","White",2022,"Revocation","High"
8895,"Male","White",2018,NA,"Medium"
8896,"Female","White",2023,"Revocation","Low"
8897,"Male","White",2022,"Revocation","Medium"
8898,"Male","White",2021,"Regular","High"
8899,"Female","White",2018,NA,"Medium"
8900,"Male","White",2022,"Revocation","Medium"
8901,"Male","White",2017,"Regular","High"
8902,"Male","White",2019,"Regular","High"
8903,"Male","White",2018,NA,"High"
8904,"Female","White",2017,"Regular","Medium"
8905,"Male","Unknown",2020,"Regular","High"
8906,"Male","White",2023,"Revocation","Medium"
8907,"Male","Black",2019,"Regular","Medium"
8908,"Male","White",2018,NA,"High"
8909,"Female","White",2020,"Regular","Medium"
8910,"Male","White",2020,"Regular","High"
8911,"Male","White",2023,"Revocation","High"
8912,"Male","White",2016,"Other","Medium"
8913,"Male","White",2023,"Revocation",NA
8914,"Male","White",2020,"Regular","High"
8915,"Male","White",2017,"Regular","Medium"
8916,"Male","White",2021,"Regular","Medium"
8917,"Male","White",2021,"Regular","High"
8918,"Male","White",2017,"Regular",NA
8919,"Male","White",2016,"Other","Medium"
8920,"Male","White",2019,"Regular","High"
8921,"Male","White",2023,"Revocation","Medium"
8922,"Male","American Indian or Alaskan Native",2022,"Regular","Medium"
8923,"Male","White",2020,"Regular","Medium"
8924,"Male","White",2016,"Disciplinary","High"
8925,"Male","White",2019,"Regular","Medium"
8926,"Male","White",2020,"Regular","Medium"
8927,"Male","White",2022,"Regular","Medium"
8928,"Male","White",2017,"Regular","High"
8929,"Female","White",2016,"Other","Low"
8930,"Male","Unknown",2020,"Regular","High"
8931,"Male","White",2018,NA,"Medium"
8932,"Male","White",2023,"Revocation","Medium"
8933,"Male","White",2016,"Disciplinary","High"
8934,"Male","White",2018,NA,"Medium"
8935,"Male","White",2023,"Revocation","Medium"
8936,"Male","White",2021,"Regular","High"
8937,"Male","White",2023,"Revocation","High"
8938,"Male","American Indian or Alaskan Native",2018,NA,NA
8939,"Female","White",2020,"Regular","Medium"
8940,"Male","White",2019,"Regular","High"
8941,"Male",NA,2020,"Regular","Medium"
8942,"Male","White",2020,"Regular","Medium"
8943,"Male","White",2019,"Regular","Medium"
8944,"Female","White",2021,"Regular","Medium"
8945,NA,"White",2019,"Regular","Low"
8946,"Male","Black",2022,"Regular",NA
8947,"Female","White",2021,"Regular","Low"
8948,"Male","American Indian or Alaskan Native",2022,"Revocation","High"
8949,"Male","White",2018,NA,"High"
8950,"Male","White",2021,"Regular","Medium"
8951,"Male","White",2023,"Revocation","Medium"
8952,"Male","White",2019,"Regular","High"
8953,"Female","White",2018,NA,"Medium"
8954,"Male","White",2019,"Regular","High"
8955,"Female","White",2021,"Regular","Low"
8956,"Male","White",2017,"Regular","High"
8957,"Female","White",2020,"Regular","Medium"
8958,"Male","White",2018,NA,"Medium"
8959,"Male","White",2017,"Regular","Medium"
8960,"Male","White",2017,"Regular","Medium"
8961,NA,"White",2016,"Other","High"
8962,"Male","White",2019,"Regular","High"
8963,"Male","White",2017,"Other","High"
8964,"Male",NA,2020,"Regular","Medium"
8965,"Male","White",2022,"Revocation","Medium"
8966,"Male","White",2023,"Revocation","Medium"
8967,"Male","Unknown",2019,"Regular","High"
8968,"Male","White",2020,"Regular","Medium"
8969,"Male","White",2018,NA,"High"
8970,"Male","White",2018,NA,"Medium"
8971,"Male","White",2017,"Regular","High"
8972,"Male","White",2021,"Regular","Medium"
8973,"Male","White",2022,"Revocation","Medium"
8974,"Male","White",2021,"Regular","Medium"
8975,"Male","White",2018,NA,"Medium"
8976,"Male","White",2022,"Revocation","High"
8977,"Male","White",2018,NA,"Medium"
8978,"Male","White",2021,"Regular","High"
8979,"Male","White",2019,"Regular","High"
8980,"Male","White",2016,"Disciplinary",NA
8981,"Male",NA,2017,"Regular","High"
8982,"Male","White",2019,"Regular","High"
8983,"Female","Black",2016,"Disciplinary","Medium"
8984,"Male","White",2023,"Revocation","High"
8985,"Male","White",2023,"Revocation","Medium"
8986,"Male","White",2022,"Revocation","Medium"
8987,"Female","White",2022,"Revocation","Medium"
8988,"Female",NA,2020,"Regular","Medium"
8989,"Female","White",2017,"Regular","Medium"
8990,"Male","White",2021,"Regular","High"
8991,"Male","American Indian or Alaskan Native",2019,"Regular","High"
8992,"Male","White",2019,"Regular","High"
8993,"Male","White",2023,"Revocation","High"
8994,"Female","White",2018,NA,"Medium"
8995,"Male","White",2021,"Regular","High"
8996,"Male","White",2016,"Other","High"
8997,"Male","White",2019,"Regular","Medium"
8998,"Male",NA,2020,"Regular","High"
8999,"Female","White",2021,"Regular","Medium"
9000,"Male","White",2018,NA,"Medium"
9001,"Male","White",2021,"Regular","Medium"
9002,"Male","White",2019,"Regular","High"
9003,"Female","White",2019,"Regular","Medium"
9004,"Male","White",2016,"Other","High"
9005,"Male","White",2023,"Revocation","Medium"
9006,"Male","White",2021,"Regular","Medium"
9007,"Male","White",2021,"Regular","High"
9008,"Male","White",2023,"Revocation","High"
9009,"Male","Unknown",2022,"Revocation","High"
9010,"Male","White",2018,NA,NA
9011,"Male","White",2023,"Revocation","High"
9012,"Male","White",2019,"Regular","High"
9013,"Male","White",2020,"Regular","High"
9014,"Male","White",2020,"Regular","High"
9015,"Male","White",2018,NA,"Medium"
9016,"Male","White",2019,"Regular","High"
9017,"Male","American Indian or Alaskan Native",2020,"Regular","High"
9018,"Male","American Indian or Alaskan Native",2018,NA,"High"
9019,"Male","White",2018,NA,"High"
9020,"Male","White",2016,"Other","High"
9021,"Male",NA,2023,"Revocation","Medium"
9022,"Male","White",2018,NA,"Medium"
9023,"Male","White",2017,"Regular","High"
9024,"Male","White",2022,"Revocation","Medium"
9025,"Male","White",2022,"Regular","Medium"
9026,"Male","White",2022,"Revocation","High"
9027,"Male","White",2019,"Regular","High"
9028,"Male","White",2023,"Revocation","Medium"
9029,"Female","White",2022,"Revocation","Medium"
9030,"Male","White",2019,"Regular","Medium"
9031,"Male","White",2021,"Regular","High"
9032,"Male","White",2020,"Regular","Medium"
9033,"Male","White",2018,NA,"Medium"
9034,"Female","White",2018,NA,"Medium"
9035,"Male",NA,2016,"Other","High"
9036,NA,"White",2022,"Revocation",NA
9037,"Female","White",2022,"Revocation","Medium"
9038,"Male","White",2023,"Revocation","High"
9039,"Male","Unknown",2017,"Regular",NA
9040,"Male","Unknown",2017,"Regular","High"
9041,"Male","Asian or Pacific Islander",2022,"Revocation","Medium"
9042,"Male","White",2023,"Revocation","Medium"
9043,"Male","White",2019,"Regular","Medium"
9044,"Male","White",2023,"Revocation","High"
9045,"Female","White",2021,"Regular","Medium"
9046,"Male","White",2021,"Regular","Medium"
9047,"Male","White",2016,"Other","High"
9048,"Male","White",2021,"Regular","Medium"
9049,"Male","White",2020,"Regular","High"
9050,"Male","White",2019,"Regular","Medium"
9051,"Male","White",2021,"Regular","Medium"
9052,"Male","White",2019,"Regular","High"
9053,"Male","White",2023,"Revocation","High"
9054,"Male","White",2018,NA,"High"
9055,"Male","White",2020,"Regular","High"
9056,"Female","White",2021,"Regular","Low"
9057,"Male","American Indian or Alaskan Native",2023,"Revocation","High"
9058,"Female","American Indian or Alaskan Native",2018,NA,"Low"
9059,"Female","White",2021,"Regular","Medium"
9060,"Male","White",2018,NA,"High"
9061,"Male","White",2016,"Other","High"
9062,"Male","White",2018,NA,"High"
9063,"Male","White",2021,"Regular","Medium"
9064,"Male","White",2022,"Revocation","High"
9065,"Male","Black",2023,"Revocation","Medium"
9066,"Female","White",2019,"Regular","Low"
9067,"Male","White",2023,"Revocation","High"
9068,"Male","White",2020,"Regular","Medium"
9069,"Male","White",2018,NA,"Medium"
9070,NA,"White",2023,"Revocation","Medium"
9071,"Male","White",2022,"Revocation","High"
9072,"Female","American Indian or Alaskan Native",2020,"Regular","Medium"
9073,"Female","White",2018,NA,"Medium"
9074,"Male","Asian or Pacific Islander",2023,"Revocation","High"
9075,"Male","White",2023,"Revocation","High"
9076,"Male","White",2016,"Other","Medium"
9077,NA,"White",2023,"Revocation","High"
9078,"Male","White",2019,"Regular","High"
9079,"Male","White",2020,"Regular","High"
9080,"Male","White",2016,"Other","High"
9081,"Male","White",2019,"Regular","High"
9082,"Male","White",2021,"Regular","High"
9083,"Male","White",2021,"Regular","High"
9084,"Male","White",2021,"Regular","Medium"
9085,"Male","White",2023,"Revocation","High"
9086,"Male","White",2019,"Regular","High"
9087,"Male","White",2022,"Revocation","Medium"
9088,"Female","White",2023,"Revocation","Low"
9089,"Male","White",2022,"Regular","Medium"
9090,"Female","Black",2017,"Regular","Low"
9091,"Male","White",2020,"Regular","High"
9092,"Male","White",2019,"Regular","Medium"
9093,"Male","White",2016,"Other","Medium"
9094,"Male","White",2016,"Other","Medium"
9095,"Male","White",2022,"Regular","High"
9096,"Male","White",2018,NA,"High"
9097,"Male","White",2022,"Regular","High"
9098,"Male","White",2023,"Revocation","Medium"
9099,"Male","White",2019,"Regular","Medium"
9100,"Male","White",2019,"Regular","High"
9101,"Male","White",2020,"Regular","High"
9102,"Male","White",2018,NA,"Medium"
9103,"Female","White",2019,"Regular","Low"
9104,"Male","White",2020,"Regular","High"
9105,"Female","White",2016,"Other","Low"
9106,"Male","White",2017,"Regular","Medium"
9107,"Male","White",2016,"Other",NA
9108,"Male","Unknown",2019,"Regular","High"
9109,"Male","White",2017,"Regular","Medium"
9110,"Male","White",2019,"Regular","High"
9111,"Male","White",2019,"Regular",NA
9112,"Male","Black",2018,NA,"Medium"
9113,"Male","White",2018,NA,"Medium"
9114,"Female","White",2018,NA,"Low"
9115,"Male","White",2021,"Regular","High"
9116,"Male","White",2020,"Regular","High"
9117,"Male","White",2021,"Regular","High"
9118,"Male","American Indian or Alaskan Native",2019,"Regular","High"
9119,"Male","White",2020,"Regular","High"
9120,"Male","White",2020,"Regular","High"
9121,"Male","White",2023,"Revocation","High"
9122,"Male","White",2018,NA,"Medium"
9123,"Female","American Indian or Alaskan Native",2022,"Revocation","Medium"
9124,"Male","White",2021,"Regular","High"
9125,"Male","White",2022,"Revocation",NA
9126,"Male","White",2017,"Regular","High"
9127,"Male","White",2017,"Regular","Medium"
9128,"Female","White",2016,"Other","Low"
9129,"Male","White",2019,"Regular",NA
9130,"Female","Black",2021,"Regular","Medium"
9131,"Male","White",2019,"Regular","Medium"
9132,"Female","White",2017,"Regular","Medium"
9133,"Male","White",2018,NA,"High"
9134,"Male","White",2022,"Revocation","Medium"
9135,"Male","White",2022,"Revocation","High"
9136,"Male","White",2020,"Regular","High"
9137,"Male","White",2019,"Regular","High"
9138,"Male","White",2021,"Regular",NA
9139,"Male","White",2023,"Revocation","High"
9140,"Male","White",2019,"Regular","High"
9141,"Male","White",2022,"Revocation","High"
9142,"Female","White",2022,"Revocation","Medium"
9143,"Male","White",2022,"Revocation","Medium"
9144,"Male",NA,2019,"Regular","High"
9145,"Male","White",2018,NA,"Medium"
9146,"Male","White",2022,"Revocation","Medium"
9147,"Male","White",2022,"Revocation","Medium"
9148,"Male","White",2017,"Regular","Medium"
9149,"Male","White",2017,"Regular",NA
9150,"Male","White",2018,NA,"High"
9151,"Female",NA,2016,"Other","Medium"
9152,"Male",NA,2018,NA,"High"
9153,"Male","White",2017,"Regular",NA
9154,"Male","White",2022,"Revocation","High"
9155,"Male","White",2022,"Regular","Medium"
9156,"Male","White",2020,"Regular","High"
9157,"Male",NA,2023,"Revocation","High"
9158,"Female","White",2023,"Revocation","Medium"
9159,"Male","White",2022,"Revocation","High"
9160,"Male","White",2021,"Regular","High"
9161,"Male","White",2020,"Regular","High"
9162,"Male",NA,2017,"Regular","High"
9163,"Male","White",2019,"Regular","High"
9164,"Male","Black",2021,"Regular","High"
9165,"Male","White",2021,"Regular","High"
9166,"Male","White",2020,"Regular","High"
9167,"Male","White",2018,NA,"High"
9168,"Male","White",2023,"Revocation","Medium"
9169,"Male",NA,2018,NA,"Medium"
9170,"Male","White",2017,"Regular","Medium"
9171,"Male","White",2019,"Regular","Medium"
9172,"Male","White",2018,NA,"Medium"
9173,"Male","White",2017,"Regular","Medium"
9174,"Female","White",2019,"Regular","Low"
9175,"Male","White",2018,NA,"High"
9176,NA,"White",2023,"Revocation","Low"
9177,"Male","White",2022,"Revocation","Medium"
9178,"Male","White",2022,"Revocation","High"
9179,"Female","White",2023,"Revocation","Low"
9180,"Male","White",2022,"Revocation","High"
9181,"Male","American Indian or Alaskan Native",2020,"Regular","High"
9182,"Male","White",2019,"Regular","High"
9183,"Male","White",2018,NA,"Medium"
9184,"Male","White",2016,"Other","High"
9185,"Male","Asian or Pacific Islander",2023,"Revocation","High"
9186,"Male","White",2017,"Regular","Medium"
9187,"Male","White",2018,NA,"Medium"
9188,"Male","White",2021,"Regular","High"
9189,"Male","White",2017,"Regular","High"
9190,"Male","White",2022,"Revocation","Medium"
9191,"Male","White",2020,"Regular","High"
9192,"Male","White",2022,"Revocation","High"
9193,"Male","Black",2022,"Revocation","Medium"
9194,"Male","White",2020,"Regular","Medium"
9195,"Male","White",2020,"Regular","High"
9196,NA,"White",2018,NA,"Low"
9197,"Male","White",2019,"Regular","Medium"
9198,"Male","White",2018,NA,"High"
9199,"Male","White",2019,"Regular","High"
9200,"Male","White",2021,"Regular","Medium"
9201,"Female","White",2016,"Other","Medium"
9202,"Male","White",2016,"Disciplinary","High"
9203,"Male","White",2020,"Regular","High"
9204,"Female","American Indian or Alaskan Native",2022,"Revocation","Low"
9205,"Male","White",2019,"Regular",NA
9206,"Female","White",2023,"Revocation","Low"
9207,"Male","American Indian or Alaskan Native",2018,NA,"Medium"
