person_id,facility_id,facility_name,facility_gender_policy,gender,race,offense_type,security_level,admission_date,parole_date
P018344,19,FAC019,Male-only,Male,Black,Violent,Medium,2015-06-12,2015-12-28
P018345,19,FAC019,Male-only,Male,Black,Drug,Medium,2011-06-06,2011-11-14
P018346,19,FAC019,Male-only,Male,White,Other,Maximum,2016-08-29,2024-07-15
P018347,19,FAC019,Male-only,Male,Hispanic,Violent,Minimum,2018-02-16,2018-10-01
P018348,19,FAC019,Male-only,Male,Black,Other,Minimum,2013-04-06,
P018349,19,FAC019,Male-only,Male,Black,Other,Medium,2024-05-05,2024-07-16
P018350,19,FAC019,Male-only,Male,White,Property,Medium,2012-07-01,2020-01-21
P018351,19,FAC019,Male-only,Male,Black,Violent,Maximum,2021-10-19,2024-04-27
P018352,19,FAC019,Male-only,Male,White,Property,Medium,2024-10-02,
P018353,19,FAC019,Male-only,Male,Asian,Property,Maximum,2015-08-25,2019-01-15
P018354,19,FAC019,Male-only,Male,Black,Violent,Minimum,2013-07-18,
P018355,19,FAC019,Male-only,Male,Hispanic,Violent,Minimum,2014-08-27,
P018356,19,FAC019,Male-only,Male,White,Property,Minimum,2022-04-06,2022-09-09
P018357,19,FAC019,Male-only,Male,White,Other,Medium,2024-11-22,2025-05-25
P018358,19,FAC019,Male-only,Male,Black,Property,Minimum,2020-02-11,2024-07-30
P018359,19,FAC019,Male-only,Male,Hispanic,Drug,Medium,2021-01-16,2024-01-24
P018360,19,FAC019,Male-only,Male,Native American,Violent,Medium,2021-07-22,2023-01-27
P018361,19,FAC019,Male-only,Male,Black,PublicOrder,Minimum,2023-02-23,
P018362,19,FAC019,Male-only,Male,Black,Violent,Minimum,2020-10-26,2020-12-25
P018363,19,FAC019,Male-only,Male,White,Property,Maximum,2012-07-17,2021-11-17
P018364,19,FAC019,Male-only,Male,White,Violent,Minimum,2010-05-15,
P018365,19,FAC019,Male-only,Male,White,Violent,Minimum,2013-08-21,2019-04-30
P018366,19,FAC019,Male-only,Male,White,Property,Minimum,2018-06-02,
P018367,19,FAC019,Male-only,Male,Black,Drug,Minimum,2016-10-01,2017-02-11
P018368,19,FAC019,Male-only,Male,Hispanic,Drug,Minimum,2013-05-28,
P018369,19,FAC019,Male-only,Male,White,Other,Maximum,2023-06-14,2025-01-19
P018370,19,FAC019,Male-only,Male,Hispanic,Violent,Medium,2012-02-21,2018-02-23
P018371,19,FAC019,Male-only,Male,White,PublicOrder,Minimum,2022-04-21,
P018372,19,FAC019,Male-only,Male,White,PublicOrder,Minimum,2010-03-27,2017-08-04
P018373,19,FAC019,Male-only,Male,White,Other,Medium,2021-10-31,
P018374,19,FAC019,Male-only,Male,White,Violent,Medium,2023-06-16,
P018375,19,FAC019,Male-only,Male,Black,PublicOrder,Maximum,2023-07-18,
P018376,19,FAC019,Male-only,Male,Black,Drug,Medium,2014-09-09,
P018377,19,FAC019,Male-only,Male,Black,Violent,Minimum,2012-12-25,
P018378,19,FAC019,Male-only,Male,White,Violent,Maximum,2020-06-21,2025-05-31
P018379,19,FAC019,Male-only,Male,White,Other,Medium,2018-09-15,2025-07-14
P018380,19,FAC019,Male-only,Male,Native American,Drug,Medium,2025-03-21,2025-04-25
P018381,19,FAC019,Male-only,Male,Black,Violent,Medium,2016-09-05,2023-03-24
P018382,19,FAC019,Male-only,Male,White,PublicOrder,Minimum,2015-11-04,
P018383,19,FAC019,Male-only,Male,Black,Violent,Minimum,2012-08-18,2022-06-26
P018384,19,FAC019,Male-only,Male,White,Drug,Medium,2021-11-29,2023-02-23
P018385,19,FAC019,Male-only,Male,Black,Property,Maximum,2018-02-13,
P018386,19,FAC019,Male-only,Male,Black,Violent,Maximum,2019-10-15,
P018387,19,FAC019,Male-only,Male,White,Drug,Medium,2020-04-03,
P018388,19,FAC019,Male-only,Male,Hispanic,PublicOrder,Medium,2021-04-14,2023-03-16
P018389,19,FAC019,Male-only,Male,Black,Violent,Medium,2014-04-13,
P018390,19,FAC019,Male-only,Male,White,Violent,Minimum,2023-10-07,2025-03-18
P018391,19,FAC019,Male-only,Male,Black,PublicOrder,Medium,2016-07-08,
P018392,19,FAC019,Male-only,Male,White,Property,Medium,2018-11-15,
P018393,19,FAC019,Male-only,Male,Hispanic,Drug,Medium,2018-08-10,2022-10-05
P018394,19,FAC019,Male-only,Male,Black,Property,Minimum,2018-10-19,
P018395,19,FAC019,Male-only,Male,Hispanic,Drug,Minimum,2019-07-10,
P018396,19,FAC019,Male-only,Male,White,PublicOrder,Minimum,2010-06-05,2016-12-26
P018397,19,FAC019,Male-only,Male,Hispanic,Drug,Maximum,2022-07-03,2024-05-17
P018398,19,FAC019,Male-only,Male,Hispanic,Violent,Medium,2015-11-10,
P018399,19,FAC019,Male-only,Male,Black,Property,Minimum,2013-10-30,
P018400,19,FAC019,Male-only,Male,Black,Violent,Minimum,2012-08-06,
P018401,19,FAC019,Male-only,Male,Black,PublicOrder,Maximum,2012-01-31,2017-09-26
P018402,19,FAC019,Male-only,Male,Black,Violent,Maximum,2024-12-10,2025-07-14
P018403,19,FAC019,Male-only,Male,White,Other,Maximum,2022-09-24,2023-06-06
P018404,19,FAC019,Male-only,Male,White,Drug,Minimum,2020-08-01,2025-04-11
P018405,19,FAC019,Male-only,Male,Hispanic,Property,Minimum,2025-01-19,2025-05-09
P018406,19,FAC019,Male-only,Male,Black,Property,Medium,2014-11-01,
P018407,19,FAC019,Male-only,Male,White,Property,Medium,2014-10-15,2017-03-09
P018408,19,FAC019,Male-only,Male,Hispanic,Property,Medium,2024-11-26,2025-06-11
P018409,19,FAC019,Male-only,Male,Black,PublicOrder,Medium,2021-09-26,2022-12-11
P018410,19,FAC019,Male-only,Male,Black,Property,Medium,2015-02-03,2022-11-29
P018411,19,FAC019,Male-only,Male,Black,Drug,Maximum,2011-07-14,2016-03-02
P018412,19,FAC019,Male-only,Male,Hispanic,Violent,Medium,2022-04-22,2023-11-14
P018413,19,FAC019,Male-only,Male,Hispanic,Violent,Maximum,2018-08-19,2019-05-10
P018414,19,FAC019,Male-only,Male,Black,PublicOrder,Medium,2015-08-18,2022-07-25
P018415,19,FAC019,Male-only,Male,Hispanic,Violent,Maximum,2021-04-24,2025-01-09
P018416,19,FAC019,Male-only,Male,Black,Drug,Medium,2012-04-17,2020-12-23
P018417,19,FAC019,Male-only,Male,Hispanic,Property,Medium,2022-02-16,2022-11-11
P018418,19,FAC019,Male-only,Male,Hispanic,Drug,Maximum,2014-11-08,2022-06-03
P018419,19,FAC019,Male-only,Male,Black,Property,Maximum,2024-07-02,2025-05-02
P018420,19,FAC019,Male-only,Male,White,Property,Medium,2022-10-07,
P018421,19,FAC019,Male-only,Male,Black,Property,Medium,2017-06-16,
P018422,19,FAC019,Male-only,Male,Black,Violent,Medium,2019-04-15,2025-05-27
P018423,19,FAC019,Male-only,Male,Native American,Other,Medium,2019-06-30,
P018424,19,FAC019,Male-only,Male,Black,Drug,Medium,2025-06-18,2025-07-24
P018425,19,FAC019,Male-only,Male,White,Drug,Maximum,2020-05-15,
P018426,19,FAC019,Male-only,Male,Hispanic,Property,Medium,2019-03-30,2021-01-29
P018427,19,FAC019,Male-only,Male,White,Property,Medium,2017-08-01,2021-12-21
P018428,19,FAC019,Male-only,Male,White,Violent,Maximum,2011-10-14,2018-03-10
P018429,19,FAC019,Male-only,Male,Hispanic,Drug,Maximum,2024-11-10,2025-06-19
P018430,19,FAC019,Male-only,Male,White,Violent,Medium,2019-10-04,2024-02-09
P018431,19,FAC019,Male-only,Male,White,Violent,Maximum,2024-05-13,2024-08-24
P018432,19,FAC019,Male-only,Male,White,Property,Maximum,2019-11-08,
P018433,19,FAC019,Male-only,Male,Black,Violent,Maximum,2019-02-04,2019-04-08
P018434,19,FAC019,Male-only,Male,Hispanic,Property,Minimum,2016-01-30,
P018435,19,FAC019,Male-only,Male,White,Property,Minimum,2018-08-04,
P018436,19,FAC019,Male-only,Male,White,Property,Medium,2014-07-11,2014-08-20
P018437,19,FAC019,Male-only,Male,Black,PublicOrder,Medium,2024-12-21,2025-02-02
P018438,19,FAC019,Male-only,Male,White,Property,Maximum,2015-05-29,2019-07-04
P018439,19,FAC019,Male-only,Male,White,Drug,Minimum,2013-04-10,
P018440,19,FAC019,Male-only,Male,Hispanic,Property,Maximum,2020-05-10,2023-04-10
P018441,19,FAC019,Male-only,Male,White,Property,Medium,2014-05-13,2014-10-30
P018442,19,FAC019,Male-only,Male,White,Drug,Maximum,2019-03-27,2024-07-04
P018443,19,FAC019,Male-only,Male,Black,Violent,Minimum,2014-05-22,2015-01-13
P018444,19,FAC019,Male-only,Male,Black,Property,Maximum,2011-04-21,
P018445,19,FAC019,Male-only,Male,Hispanic,Violent,Minimum,2012-02-13,
P018446,19,FAC019,Male-only,Male,Black,PublicOrder,Medium,2023-01-09,2024-05-13
P018447,19,FAC019,Male-only,Male,White,Violent,Medium,2011-09-10,
P018448,19,FAC019,Male-only,Male,White,Drug,Minimum,2012-11-10,
P018449,19,FAC019,Male-only,Male,Black,Violent,Maximum,2010-11-16,2015-05-27
P018450,19,FAC019,Male-only,Male,White,Violent,Minimum,2010-09-26,
P018451,19,FAC019,Male-only,Male,White,Violent,Maximum,2011-06-09,
P018452,19,FAC019,Male-only,Male,Black,Property,Medium,2019-04-16,2023-07-16
P018453,19,FAC019,Male-only,Male,Hispanic,Drug,Minimum,2011-03-30,2016-07-28
P018454,19,FAC019,Male-only,Male,Black,Other,Medium,2023-08-26,2025-02-19
P018455,19,FAC019,Male-only,Male,Hispanic,Violent,Minimum,2025-05-09,
P018456,19,FAC019,Male-only,Male,Other,Violent,Minimum,2013-07-30,
P018457,19,FAC019,Male-only,Male,White,Property,Maximum,2012-05-25,2015-11-20
P018458,19,FAC019,Male-only,Male,White,Other,Maximum,2012-07-09,2013-12-04
P018459,19,FAC019,Male-only,Male,Black,Other,Minimum,2019-09-13,
P018460,19,FAC019,Male-only,Male,White,Property,Medium,2020-07-29,2021-06-23
P018461,19,FAC019,Male-only,Male,Asian,Violent,Medium,2016-11-28,
P018462,19,FAC019,Male-only,Male,Black,Property,Minimum,2016-10-06,2024-05-22
P018463,19,FAC019,Male-only,Male,Black,Property,Maximum,2023-10-21,
P018464,19,FAC019,Male-only,Male,Black,PublicOrder,Medium,2012-09-02,
P018465,19,FAC019,Male-only,Male,White,Violent,Minimum,2015-09-15,2022-04-18
P018466,19,FAC019,Male-only,Male,White,Property,Minimum,2011-01-25,
P018467,19,FAC019,Male-only,Male,Black,Violent,Medium,2023-05-10,2024-12-23
P018468,19,FAC019,Male-only,Male,Hispanic,Violent,Minimum,2013-06-15,
P018469,19,FAC019,Male-only,Male,White,Property,Minimum,2020-02-03,2021-08-17
P018470,19,FAC019,Male-only,Male,Hispanic,Other,Minimum,2021-01-04,
P018471,19,FAC019,Male-only,Male,Black,PublicOrder,Minimum,2014-09-14,
P018472,19,FAC019,Male-only,Male,Black,Violent,Minimum,2017-07-12,2019-07-02
P018473,19,FAC019,Male-only,Male,Black,Property,Minimum,2018-09-29,
P018474,19,FAC019,Male-only,Male,White,Violent,Medium,2014-07-20,2016-04-21
P018475,19,FAC019,Male-only,Male,White,Property,Medium,2019-07-30,2024-08-26
P018476,19,FAC019,Male-only,Male,Black,Property,Maximum,2017-07-23,
P018477,19,FAC019,Male-only,Male,Black,Drug,Maximum,2014-10-26,2021-01-18
P018478,19,FAC019,Male-only,Male,Black,Violent,Medium,2018-07-28,
P018479,19,FAC019,Male-only,Male,White,Property,Minimum,2010-12-13,2016-12-03
P018480,19,FAC019,Male-only,Male,Hispanic,Drug,Minimum,2021-02-16,
P018481,19,FAC019,Male-only,Male,Asian,PublicOrder,Maximum,2024-10-30,
P018482,19,FAC019,Male-only,Male,White,Property,Medium,2012-10-14,2014-05-30
P018483,19,FAC019,Male-only,Male,White,PublicOrder,Medium,2014-07-30,
P018484,19,FAC019,Male-only,Male,Hispanic,Violent,Medium,2016-02-27,2017-12-15
P018485,19,FAC019,Male-only,Male,White,Violent,Minimum,2018-05-31,2024-07-12
P018486,19,FAC019,Male-only,Male,White,Drug,Minimum,2012-12-06,2019-09-24
P018487,19,FAC019,Male-only,Male,Black,Property,Maximum,2017-02-22,
P018488,19,FAC019,Male-only,Male,White,Violent,Medium,2014-08-14,
P018489,19,FAC019,Male-only,Male,Black,Violent,Medium,2023-03-01,2024-05-31
P018490,19,FAC019,Male-only,Male,Hispanic,Violent,Medium,2011-05-11,
P018491,19,FAC019,Male-only,Male,Black,Property,Minimum,2018-05-02,2022-03-07
P018492,19,FAC019,Male-only,Male,Hispanic,Property,Medium,2018-09-03,2021-06-01
P018493,19,FAC019,Male-only,Male,White,Property,Maximum,2014-10-08,
P018494,19,FAC019,Male-only,Male,Black,Property,Medium,2019-09-07,2025-06-16
P018495,19,FAC019,Male-only,Male,Hispanic,Violent,Medium,2016-03-15,2022-04-23
P018496,19,FAC019,Male-only,Male,Hispanic,Violent,Medium,2024-02-03,
P018497,19,FAC019,Male-only,Male,Hispanic,Property,Medium,2012-05-24,
P018498,19,FAC019,Male-only,Male,White,Violent,Medium,2020-04-18,
P018499,19,FAC019,Male-only,Male,White,Drug,Minimum,2012-11-05,2020-12-11
P018500,19,FAC019,Male-only,Male,Black,Property,Medium,2011-04-07,2020-02-20
P018501,19,FAC019,Male-only,Male,Black,Drug,Maximum,2015-06-28,
P018502,19,FAC019,Male-only,Male,White,Property,Medium,2013-03-18,2014-12-01
P018503,19,FAC019,Male-only,Male,Black,Property,Medium,2022-09-08,2024-06-29
P018504,19,FAC019,Male-only,Male,White,PublicOrder,Medium,2011-11-21,
P018505,19,FAC019,Male-only,Male,White,PublicOrder,Minimum,2022-07-14,
P018506,19,FAC019,Male-only,Male,Black,Drug,Maximum,2023-08-25,
P018507,19,FAC019,Male-only,Male,White,Violent,Minimum,2017-06-01,2024-11-09
P018508,19,FAC019,Male-only,Male,White,Violent,Maximum,2020-10-06,2024-02-10
P018509,19,FAC019,Male-only,Male,Black,PublicOrder,Minimum,2011-08-13,
P018510,19,FAC019,Male-only,Male,Hispanic,PublicOrder,Medium,2021-12-30,
P018511,19,FAC019,Male-only,Male,White,Drug,Medium,2010-12-07,
P018512,19,FAC019,Male-only,Male,Black,Violent,Minimum,2020-10-16,2023-07-28
P018513,19,FAC019,Male-only,Male,Black,Drug,Minimum,2019-08-16,2021-08-31
P018514,19,FAC019,Male-only,Male,White,Property,Minimum,2024-12-14,2025-03-26
P018515,19,FAC019,Male-only,Male,Black,Violent,Medium,2012-09-29,2016-12-22
P018516,19,FAC019,Male-only,Male,Black,Violent,Medium,2023-08-09,
P018517,19,FAC019,Male-only,Male,White,Violent,Minimum,2023-01-21,2023-03-15
P018518,19,FAC019,Male-only,Male,Black,PublicOrder,Minimum,2011-04-22,
P018519,19,FAC019,Male-only,Male,White,Drug,Medium,2022-01-14,
P018520,19,FAC019,Male-only,Male,White,Violent,Medium,2022-03-28,2024-05-28
P018521,19,FAC019,Male-only,Male,White,Violent,Minimum,2020-07-08,2021-02-09
P018522,19,FAC019,Male-only,Male,Hispanic,Property,Medium,2022-03-22,
P018523,19,FAC019,Male-only,Male,Black,Drug,Medium,2015-08-17,2021-12-25
P018524,19,FAC019,Male-only,Male,Black,Property,Medium,2022-06-04,
P018525,19,FAC019,Male-only,Male,Hispanic,Property,Maximum,2015-07-15,2015-09-21
P018526,19,FAC019,Male-only,Male,Hispanic,Violent,Minimum,2016-10-09,
P018527,19,FAC019,Male-only,Male,Black,Violent,Minimum,2017-02-23,2022-05-23
P018528,19,FAC019,Male-only,Male,White,Violent,Minimum,2018-01-27,
P018529,19,FAC019,Male-only,Male,Black,Property,Maximum,2021-05-31,2024-04-21
P018530,19,FAC019,Male-only,Male,Black,PublicOrder,Medium,2016-09-17,
P018531,19,FAC019,Male-only,Male,Hispanic,Violent,Medium,2010-01-20,2011-04-06
P018532,19,FAC019,Male-only,Male,White,Violent,Minimum,2015-07-30,2017-05-03
P018533,19,FAC019,Male-only,Male,Black,Drug,Maximum,2022-01-20,2023-01-18
P018534,19,FAC019,Male-only,Male,Black,Violent,Minimum,2018-09-25,
P018535,19,FAC019,Male-only,Male,White,Drug,Medium,2022-12-03,
P018536,19,FAC019,Male-only,Male,Hispanic,Violent,Medium,2012-01-16,2016-10-31
P018537,19,FAC019,Male-only,Male,Black,Violent,Minimum,2011-01-21,2011-08-06
P018538,19,FAC019,Male-only,Male,Black,Violent,Medium,2025-03-26,2025-05-22
P018539,19,FAC019,Male-only,Male,Hispanic,Violent,Minimum,2021-08-10,2025-03-27
P018540,19,FAC019,Male-only,Male,Other,Violent,Medium,2011-11-18,
P018541,19,FAC019,Male-only,Male,Black,Property,Maximum,2011-06-01,2011-07-21
P018542,19,FAC019,Male-only,Male,Hispanic,PublicOrder,Minimum,2014-05-30,2019-10-22
P018543,19,FAC019,Male-only,Male,Hispanic,Property,Medium,2014-05-28,2016-08-17
P018544,19,FAC019,Male-only,Male,Hispanic,Drug,Medium,2020-07-02,
P018545,19,FAC019,Male-only,Male,Black,PublicOrder,Maximum,2013-11-24,2018-08-17
P018546,19,FAC019,Male-only,Male,Black,Drug,Medium,2013-12-19,
P018547,19,FAC019,Male-only,Male,Black,Drug,Minimum,2016-09-04,
P018548,19,FAC019,Male-only,Male,Black,Property,Maximum,2014-09-15,
P018549,19,FAC019,Male-only,Male,Black,Violent,Medium,2018-02-23,2018-11-26
P018550,19,FAC019,Male-only,Male,Hispanic,Violent,Medium,2014-08-15,2021-08-09
P018551,19,FAC019,Male-only,Male,White,PublicOrder,Medium,2019-11-26,
P018552,19,FAC019,Male-only,Male,White,Property,Minimum,2010-05-07,
P018553,19,FAC019,Male-only,Male,Black,Other,Minimum,2014-08-21,2023-03-18
P018554,20,FAC020,Male-only,Male,Black,Violent,Medium,2015-01-17,2024-09-04
P018555,20,FAC020,Male-only,Male,Hispanic,Violent,Medium,2022-10-21,
P018556,20,FAC020,Male-only,Male,Black,Property,Minimum,2012-03-10,2015-05-04
P018557,20,FAC020,Male-only,Male,Black,Violent,Maximum,2020-04-07,
P018558,20,FAC020,Male-only,Male,Hispanic,Drug,Minimum,2012-11-24,
P018559,20,FAC020,Male-only,Male,Black,PublicOrder,Medium,2014-06-10,
P018560,20,FAC020,Male-only,Male,Black,Property,Minimum,2018-12-11,
P018561,20,FAC020,Male-only,Male,White,PublicOrder,Medium,2024-07-07,
P018562,20,FAC020,Male-only,Male,Black,Property,Minimum,2019-02-18,
P018563,20,FAC020,Male-only,Male,White,Drug,Minimum,2015-07-02,
P018564,20,FAC020,Male-only,Male,White,Other,Medium,2025-05-29,
P018565,20,FAC020,Male-only,Male,White,Property,Maximum,2012-09-19,
P018566,20,FAC020,Male-only,Male,White,Violent,Minimum,2014-11-07,
P018567,20,FAC020,Male-only,Male,Hispanic,Property,Maximum,2014-07-31,2018-11-25
P018568,20,FAC020,Male-only,Male,White,Property,Maximum,2019-01-25,2023-06-07
P018569,20,FAC020,Male-only,Male,White,Violent,Medium,2017-07-27,
P018570,20,FAC020,Male-only,Male,White,Property,Minimum,2013-08-14,2020-02-14
P018571,20,FAC020,Male-only,Male,White,Drug,Medium,2017-11-18,
P018572,20,FAC020,Male-only,Male,White,Violent,Maximum,2016-11-15,
P018573,20,FAC020,Male-only,Male,Black,Drug,Minimum,2016-12-23,
P018574,20,FAC020,Male-only,Male,White,PublicOrder,Medium,2011-03-10,2016-03-14
P018575,20,FAC020,Male-only,Male,White,Violent,Medium,2020-01-18,2021-06-16
P018576,20,FAC020,Male-only,Male,White,Violent,Medium,2010-07-01,2017-12-17
P018577,20,FAC020,Male-only,Male,Hispanic,Drug,Medium,2016-12-06,
P018578,20,FAC020,Male-only,Male,White,Violent,Maximum,2016-03-24,2019-07-06
P018579,20,FAC020,Male-only,Male,Black,Violent,Medium,2024-04-04,2024-11-17
P018580,20,FAC020,Male-only,Male,White,Violent,Medium,2010-09-16,2014-06-11
P018581,20,FAC020,Male-only,Male,White,Violent,Minimum,2010-05-10,2012-05-12
P018582,20,FAC020,Male-only,Male,White,Property,Minimum,2021-10-03,2022-07-26
P018583,20,FAC020,Male-only,Male,White,Property,Medium,2012-08-17,2017-05-24
P018584,20,FAC020,Male-only,Male,Black,Drug,Minimum,2023-03-03,2023-11-21
P018585,20,FAC020,Male-only,Male,Hispanic,Violent,Minimum,2024-08-12,2025-07-06
P018586,20,FAC020,Male-only,Male,Hispanic,Drug,Maximum,2011-01-26,
P018587,20,FAC020,Male-only,Male,Black,Violent,Maximum,2012-12-12,2019-09-27
P018588,20,FAC020,Male-only,Male,White,Drug,Minimum,2022-09-07,2023-10-30
P018589,20,FAC020,Male-only,Male,White,Drug,Medium,2017-06-21,2025-02-28
P018590,20,FAC020,Male-only,Male,White,Property,Maximum,2022-11-23,2023-05-18
P018591,20,FAC020,Male-only,Male,Black,Violent,Minimum,2019-12-24,
P018592,20,FAC020,Male-only,Male,Asian,PublicOrder,Medium,2020-09-21,2023-08-21
P018593,20,FAC020,Male-only,Male,Black,Drug,Minimum,2025-05-08,
P018594,20,FAC020,Male-only,Male,White,Property,Medium,2024-04-09,2025-03-07
P018595,20,FAC020,Male-only,Male,White,Property,Minimum,2020-01-14,
P018596,20,FAC020,Male-only,Male,Hispanic,Property,Maximum,2022-12-15,2024-06-17
P018597,20,FAC020,Male-only,Male,Black,Property,Maximum,2019-03-26,
P018598,20,FAC020,Male-only,Male,Hispanic,Other,Minimum,2024-09-02,
P018599,20,FAC020,Male-only,Male,Hispanic,Violent,Medium,2023-07-22,2024-05-21
P018600,20,FAC020,Male-only,Male,White,PublicOrder,Medium,2016-11-09,2023-02-12
P018601,20,FAC020,Male-only,Male,Black,Property,Maximum,2014-08-02,2016-11-25
P018602,20,FAC020,Male-only,Male,Black,Violent,Maximum,2016-06-17,2022-08-16
P018603,20,FAC020,Male-only,Male,White,Violent,Minimum,2023-03-10,2024-11-16
P018604,20,FAC020,Male-only,Male,Black,Violent,Maximum,2020-07-19,2022-05-21
P018605,20,FAC020,Male-only,Male,Hispanic,PublicOrder,Maximum,2025-05-07,
P018606,20,FAC020,Male-only,Male,White,Violent,Maximum,2018-02-07,
P018607,20,FAC020,Male-only,Male,White,Drug,Maximum,2024-07-14,2024-09-25
P018608,20,FAC020,Male-only,Male,Black,Drug,Medium,2018-05-19,2022-09-23
P018609,20,FAC020,Male-only,Male,Hispanic,Property,Minimum,2018-01-10,
P018610,20,FAC020,Male-only,Male,White,Property,Medium,2024-05-07,2024-09-05
P018611,20,FAC020,Male-only,Male,White,Violent,Medium,2016-10-30,
P018612,20,FAC020,Male-only,Male,White,Other,Medium,2010-09-01,2013-02-20
P018613,20,FAC020,Male-only,Male,Black,Drug,Medium,2015-05-25,2020-11-30
P018614,20,FAC020,Male-only,Male,Black,Violent,Maximum,2013-01-13,
P018615,20,FAC020,Male-only,Male,White,Drug,Medium,2019-03-01,2022-03-14
P018616,20,FAC020,Male-only,Male,Hispanic,Property,Minimum,2019-02-16,
P018617,20,FAC020,Male-only,Male,Black,Property,Medium,2016-05-29,2024-01-03
P018618,20,FAC020,Male-only,Male,Black,Drug,Minimum,2014-05-28,2018-05-09
P018619,20,FAC020,Male-only,Male,White,PublicOrder,Minimum,2024-02-07,
P018620,20,FAC020,Male-only,Male,White,Drug,Minimum,2015-06-20,
P018621,20,FAC020,Male-only,Male,Hispanic,Property,Maximum,2010-11-30,
P018622,20,FAC020,Male-only,Male,White,PublicOrder,Minimum,2014-02-11,2023-10-03
P018623,20,FAC020,Male-only,Male,Hispanic,Drug,Maximum,2017-05-05,
P018624,20,FAC020,Male-only,Male,Black,Violent,Minimum,2017-06-16,2020-08-18
P018625,20,FAC020,Male-only,Male,Black,Violent,Medium,2023-05-30,2024-12-05
P018626,20,FAC020,Male-only,Male,Black,Violent,Maximum,2018-03-02,
P018627,20,FAC020,Male-only,Male,White,Violent,Minimum,2014-07-14,2023-03-02
P018628,20,FAC020,Male-only,Male,Black,Drug,Medium,2017-04-20,2018-07-07
P018629,20,FAC020,Male-only,Male,Hispanic,Violent,Minimum,2023-12-10,2024-12-24
P018630,20,FAC020,Male-only,Male,White,Violent,Minimum,2024-12-20,2025-03-15
P018631,20,FAC020,Male-only,Male,White,Drug,Medium,2016-09-26,
P018632,20,FAC020,Male-only,Male,Black,Property,Maximum,2020-03-16,2025-03-20
P018633,20,FAC020,Male-only,Male,Black,PublicOrder,Minimum,2022-08-31,
P018634,20,FAC020,Male-only,Male,Black,PublicOrder,Medium,2021-01-21,2022-03-09
P018635,20,FAC020,Male-only,Male,White,Property,Medium,2019-08-26,2020-10-03
P018636,20,FAC020,Male-only,Male,Hispanic,Property,Maximum,2010-06-18,2018-03-26
P018637,20,FAC020,Male-only,Male,White,Property,Minimum,2015-01-17,2024-09-15
P018638,20,FAC020,Male-only,Male,Black,Property,Minimum,2024-01-11,2024-08-11
P018639,20,FAC020,Male-only,Male,White,PublicOrder,Minimum,2020-01-13,2023-03-08
P018640,20,FAC020,Male-only,Male,Black,Violent,Minimum,2022-03-27,2023-10-26
P018641,20,FAC020,Male-only,Male,White,PublicOrder,Maximum,2018-09-09,2022-04-26
P018642,20,FAC020,Male-only,Male,White,Violent,Medium,2018-10-11,2024-11-15
P018643,20,FAC020,Male-only,Male,Black,Drug,Minimum,2016-11-20,2024-07-11
P018644,20,FAC020,Male-only,Male,White,Violent,Medium,2016-10-17,2025-07-08
P018645,20,FAC020,Male-only,Male,White,PublicOrder,Minimum,2024-03-04,
P018646,20,FAC020,Male-only,Male,White,Property,Medium,2016-03-06,
P018647,20,FAC020,Male-only,Male,Black,Drug,Maximum,2012-01-21,2021-01-10
P018648,20,FAC020,Male-only,Male,White,Drug,Maximum,2011-03-16,
P018649,20,FAC020,Male-only,Male,Black,Violent,Maximum,2025-05-09,2025-06-15
P018650,20,FAC020,Male-only,Male,White,PublicOrder,Medium,2010-07-20,2012-08-04
P018651,20,FAC020,Male-only,Male,White,Property,Minimum,2017-03-31,
P018652,20,FAC020,Male-only,Male,White,Other,Medium,2021-03-23,2021-07-02
P018653,20,FAC020,Male-only,Male,Black,Violent,Minimum,2014-01-08,
P018654,20,FAC020,Male-only,Male,White,Drug,Maximum,2010-02-24,
P018655,20,FAC020,Male-only,Male,Hispanic,Property,Medium,2024-07-25,2025-04-14
P018656,20,FAC020,Male-only,Male,Hispanic,Violent,Maximum,2011-07-05,
P018657,20,FAC020,Male-only,Male,Hispanic,Drug,Minimum,2016-12-26,
P018658,20,FAC020,Male-only,Male,White,Violent,Medium,2013-12-24,2018-06-26
P018659,20,FAC020,Male-only,Male,Hispanic,Violent,Medium,2021-09-30,2025-05-03
P018660,20,FAC020,Male-only,Male,Black,Property,Maximum,2011-04-28,2017-06-02
P018661,20,FAC020,Male-only,Male,Black,Property,Medium,2016-07-12,
P018662,20,FAC020,Male-only,Male,White,Property,Maximum,2022-11-25,2025-04-08
P018663,20,FAC020,Male-only,Male,Hispanic,Other,Medium,2023-12-03,
P018664,20,FAC020,Male-only,Male,Black,Drug,Medium,2010-04-04,2010-12-08
P018665,20,FAC020,Male-only,Male,Hispanic,Property,Medium,2021-04-24,2024-03-09
P018666,20,FAC020,Male-only,Male,Hispanic,PublicOrder,Maximum,2017-03-31,
P018667,20,FAC020,Male-only,Male,Black,Property,Minimum,2023-12-01,
P018668,20,FAC020,Male-only,Male,Black,Property,Maximum,2017-12-08,
P018669,20,FAC020,Male-only,Male,Black,Drug,Minimum,2019-02-14,2022-10-08
P018670,20,FAC020,Male-only,Male,Black,Drug,Minimum,2016-11-16,
P018671,20,FAC020,Male-only,Male,Black,Violent,Minimum,2012-11-01,2022-05-26
P018672,20,FAC020,Male-only,Male,Hispanic,Property,Minimum,2019-05-01,
