"state","metric","year","total"
"Rhode Island","Supervision Violation Population","2018",644
"Rhode Island","Probation Violation Population","2018",531
"Rhode Island","Probation New Offense Violation Population","2018",438
"Rhode Island","Probation Technical Violation Population","2018",85
"Rhode Island","Parole Violation Population","2018",113
"Rhode Island","Parole New Offense Violation Population","2018",53
"Rhode Island","Parole Technical Violation Population","2018",46
"Rhode Island","Total Admissions","2019",3054
"Rhode Island","Supervision Violation Admissions","2019",1172
"Rhode Island","Probation Violation Admissions","2019",1044
"Rhode Island","Probation New Offense Violation Admissions","2019",835
"Rhode Island","Probation Technical Violation Admissions","2019",196
"Rhode Island","Parole Violation Admissions","2019",128
"Rhode Island","Parole New Offense Violation Admissions","2019",22
"Rhode Island","Parole Technical Violation Admissions","2019",64
"Rhode Island","Total Population","2019",1957
"Rhode Island","Supervision Violation Population","2019",623
"Rhode Island","Probation Violation Population","2019",527
"Rhode Island","Probation New Offense Violation Population","2019",443
"Rhode Island","Probation Technical Violation Population","2019",75
"Rhode Island","Parole Violation Population","2019",96
"Rhode Island","Parole New Offense Violation Population","2019",41
"Rhode Island","Parole Technical Violation Population","2019",30
"Rhode Island","Total Admissions","2020",1826
"Rhode Island","Supervision Violation Admissions","2020",384
"Rhode Island","Probation Violation Admissions","2020",317
"Rhode Island","Probation New Offense Violation Admissions","2020",271
"Rhode Island","Probation Technical Violation Admissions","2020",46
"Rhode Island","Parole Violation Admissions","2020",67
"Rhode Island","Parole New Offense Violation Admissions","2020",18
"Rhode Island","Parole Technical Violation Admissions","2020",48
"Rhode Island","Total Population","2020",1491
"Rhode Island","Supervision Violation Population","2020",350
"Rhode Island","Probation Violation Population","2020",277
"Rhode Island","Probation New Offense Violation Population","2020",237
"Rhode Island","Probation Technical Violation Population","2020",37
"Rhode Island","Parole Violation Population","2020",73
"Rhode Island","Parole New Offense Violation Population","2020",33
"Rhode Island","Parole Technical Violation Population","2020",18
"Rhode Island","Total Admissions","2021",2125
"Rhode Island","Supervision Violation Admissions","2021",241
"Rhode Island","Probation Violation Admissions","2021",152
"Rhode Island","Probation New Offense Violation Admissions","2021",120
"Rhode Island","Probation Technical Violation Admissions","2021",25
"Rhode Island","Parole Violation Admissions","2021",89
"Rhode Island","Parole New Offense Violation Admissions","2021",19
"Rhode Island","Parole Technical Violation Admissions","2021",35
"Rhode Island","Total Population","2021",1493
"Rhode Island","Supervision Violation Population","2021",307
"Rhode Island","Probation Violation Population","2021",232
"Rhode Island","Probation New Offense Violation Population","2021",199
"Rhode Island","Probation Technical Violation Population","2021",30
"Rhode Island","Parole Violation Population","2021",75
"Rhode Island","Parole New Offense Violation Population","2021",33
"Rhode Island","Parole Technical Violation Population","2021",21
"South Carolina","Total Admissions","2018",7250
"South Carolina","Supervision Violation Admissions","2018",1356
"South Carolina","Probation Violation Admissions","2018",818
"South Carolina","Probation New Offense Violation Admissions","2018",NA
"South Carolina","Probation Technical Violation Admissions","2018",NA
"South Carolina","Parole Violation Admissions","2018",538
"South Carolina","Parole New Offense Violation Admissions","2018",NA
"South Carolina","Parole Technical Violation Admissions","2018",NA
"South Carolina","Total Population","2018",18958
"South Carolina","Supervision Violation Population","2018",3129
"South Carolina","Probation Violation Population","2018",1854
"South Carolina","Probation New Offense Violation Population","2018",NA
"South Carolina","Probation Technical Violation Population","2018",NA
"South Carolina","Parole Violation Population","2018",1275
"South Carolina","Parole New Offense Violation Population","2018",NA
"South Carolina","Parole Technical Violation Population","2018",NA
"South Carolina","Total Admissions","2019",7386
"South Carolina","Supervision Violation Admissions","2019",1234
"South Carolina","Probation Violation Admissions","2019",667
"South Carolina","Probation New Offense Violation Admissions","2019",NA
"South Carolina","Probation Technical Violation Admissions","2019",NA
"South Carolina","Parole Violation Admissions","2019",567
"South Carolina","Parole New Offense Violation Admissions","2019",NA
"South Carolina","Parole Technical Violation Admissions","2019",NA
"South Carolina","Total Population","2019",18848
"South Carolina","Supervision Violation Population","2019",3051
"South Carolina","Probation Violation Population","2019",1729
"South Carolina","Probation New Offense Violation Population","2019",NA
"South Carolina","Probation Technical Violation Population","2019",NA
"South Carolina","Parole Violation Population","2019",1322
"South Carolina","Parole New Offense Violation Population","2019",NA
"South Carolina","Parole Technical Violation Population","2019",NA
"South Carolina","Total Admissions","2020",4156
"South Carolina","Supervision Violation Admissions","2020",852
"South Carolina","Probation Violation Admissions","2020",410
"South Carolina","Probation New Offense Violation Admissions","2020",NA
"South Carolina","Probation Technical Violation Admissions","2020",NA
"South Carolina","Parole Violation Admissions","2020",442
"South Carolina","Parole New Offense Violation Admissions","2020",NA
"South Carolina","Parole Technical Violation Admissions","2020",NA
"South Carolina","Total Population","2020",15726
"South Carolina","Supervision Violation Population","2020",2417
"South Carolina","Probation Violation Population","2020",1249
"South Carolina","Probation New Offense Violation Population","2020",NA
"South Carolina","Probation Technical Violation Population","2020",NA
"South Carolina","Parole Violation Population","2020",1168
"South Carolina","Parole New Offense Violation Population","2020",NA
"South Carolina","Parole Technical Violation Population","2020",NA
"South Carolina","Total Admissions","2021",4654
"South Carolina","Supervision Violation Admissions","2021",903
"South Carolina","Probation Violation Admissions","2021",435
"South Carolina","Probation New Offense Violation Admissions","2021",NA
"South Carolina","Probation Technical Violation Admissions","2021",NA
"South Carolina","Parole Violation Admissions","2021",468
"South Carolina","Parole New Offense Violation Admissions","2021",NA
"South Carolina","Parole Technical Violation Admissions","2021",NA
"South Carolina","Total Population","2021",15364
"South Carolina","Supervision Violation Population","2021",2335
"South Carolina","Probation Violation Population","2021",1184
"South Carolina","Probation New Offense Violation Population","2021",NA
"South Carolina","Probation Technical Violation Population","2021",NA
"South Carolina","Parole Violation Population","2021",1151
"South Carolina","Parole New Offense Violation Population","2021",NA
"South Carolina","Parole Technical Violation Population","2021",NA
"South Dakota","Total Admissions","2018",4284
"South Dakota","Supervision Violation Admissions","2018",3057
"South Dakota","Probation Violation Admissions","2018",707
"South Dakota","Probation New Offense Violation Admissions","2018",181
"South Dakota","Probation Technical Violation Admissions","2018",526
"South Dakota","Parole Violation Admissions","2018",2350
"South Dakota","Parole New Offense Violation Admissions","2018",179
"South Dakota","Parole Technical Violation Admissions","2018",2171
"South Dakota","Total Population","2018",4026
"South Dakota","Supervision Violation Population","2018",1871
"South Dakota","Probation Violation Population","2018",688
"South Dakota","Probation New Offense Violation Population","2018",254
"South Dakota","Probation Technical Violation Population","2018",434
"South Dakota","Parole Violation Population","2018",1183
"South Dakota","Parole New Offense Violation Population","2018",275
"South Dakota","Parole Technical Violation Population","2018",908
"South Dakota","Total Admissions","2019",4465
"South Dakota","Supervision Violation Admissions","2019",3343
"South Dakota","Probation Violation Admissions","2019",711
"South Dakota","Probation New Offense Violation Admissions","2019",157
"South Dakota","Probation Technical Violation Admissions","2019",554
"South Dakota","Parole Violation Admissions","2019",2632
"South Dakota","Parole New Offense Violation Admissions","2019",210
"South Dakota","Parole Technical Violation Admissions","2019",2422
"South Dakota","Total Population","2019",3858
"South Dakota","Supervision Violation Population","2019",1849
"South Dakota","Probation Violation Population","2019",606
"South Dakota","Probation New Offense Violation Population","2019",209
"South Dakota","Probation Technical Violation Population","2019",397
"South Dakota","Parole Violation Population","2019",1243
"South Dakota","Parole New Offense Violation Population","2019",300
"South Dakota","Parole Technical Violation Population","2019",943
"South Dakota","Total Admissions","2020",3323
"South Dakota","Supervision Violation Admissions","2020",2380
"South Dakota","Probation Violation Admissions","2020",655
"South Dakota","Probation New Offense Violation Admissions","2020",107
"South Dakota","Probation Technical Violation Admissions","2020",548
"South Dakota","Parole Violation Admissions","2020",1725
"South Dakota","Parole New Offense Violation Admissions","2020",46
"South Dakota","Parole Technical Violation Admissions","2020",1679
"South Dakota","Total Population","2020",3249
"South Dakota","Supervision Violation Population","2020",1410
"South Dakota","Probation Violation Population","2020",535
"South Dakota","Probation New Offense Violation Population","2020",150
"South Dakota","Probation Technical Violation Population","2020",385
"South Dakota","Parole Violation Population","2020",875
"South Dakota","Parole New Offense Violation Population","2020",170
"South Dakota","Parole Technical Violation Population","2020",705
"South Dakota","Total Admissions","2021",3867
"South Dakota","Supervision Violation Admissions","2021",2837
"South Dakota","Probation Violation Admissions","2021",645
"South Dakota","Probation New Offense Violation Admissions","2021",79
"South Dakota","Probation Technical Violation Admissions","2021",566
"South Dakota","Parole Violation Admissions","2021",2192
"South Dakota","Parole New Offense Violation Admissions","2021",207
"South Dakota","Parole Technical Violation Admissions","2021",1985
"South Dakota","Total Population","2021",3350
"South Dakota","Supervision Violation Population","2021",1395
"South Dakota","Probation Violation Population","2021",483
"South Dakota","Probation New Offense Violation Population","2021",117
"South Dakota","Probation Technical Violation Population","2021",366
"South Dakota","Parole Violation Population","2021",912
"South Dakota","Parole New Offense Violation Population","2021",165
"South Dakota","Parole Technical Violation Population","2021",747
"Tennessee","Total Admissions","2018",12679
"Tennessee","Supervision Violation Admissions","2018",4419
"Tennessee","Probation Violation Admissions","2018",3386
"Tennessee","Probation New Offense Violation Admissions","2018",238
"Tennessee","Probation Technical Violation Admissions","2018",3148
"Tennessee","Parole Violation Admissions","2018",1033
"Tennessee","Parole New Offense Violation Admissions","2018",136
"Tennessee","Parole Technical Violation Admissions","2018",897
"Tennessee","Total Population","2018",26321
"Tennessee","Supervision Violation Population","2018",1851
"Tennessee","Probation Violation Population","2018",1561
"Tennessee","Probation New Offense Violation Population","2018",164
"Tennessee","Probation Technical Violation Population","2018",1397
"Tennessee","Parole Violation Population","2018",290
"Tennessee","Parole New Offense Violation Population","2018",36
"Tennessee","Parole Technical Violation Population","2018",254
"Tennessee","Total Admissions","2019",12978
"Tennessee","Supervision Violation Admissions","2019",4241
"Tennessee","Probation Violation Admissions","2019",3270
"Tennessee","Probation New Offense Violation Admissions","2019",206
"Tennessee","Probation Technical Violation Admissions","2019",3064
"Tennessee","Parole Violation Admissions","2019",971
"Tennessee","Parole New Offense Violation Admissions","2019",103
"Tennessee","Parole Technical Violation Admissions","2019",868
"Tennessee","Total Population","2019",26349
"Tennessee","Supervision Violation Population","2019",1778
"Tennessee","Probation Violation Population","2019",1521
"Tennessee","Probation New Offense Violation Population","2019",136
"Tennessee","Probation Technical Violation Population","2019",1385
"Tennessee","Parole Violation Population","2019",257
"Tennessee","Parole New Offense Violation Population","2019",27
"Tennessee","Parole Technical Violation Population","2019",230
"Tennessee","Total Admissions","2020",9615
"Tennessee","Supervision Violation Admissions","2020",3470
"Tennessee","Probation Violation Admissions","2020",2744
"Tennessee","Probation New Offense Violation Admissions","2020",136
"Tennessee","Probation Technical Violation Admissions","2020",2608
"Tennessee","Parole Violation Admissions","2020",726
"Tennessee","Parole New Offense Violation Admissions","2020",72
"Tennessee","Parole Technical Violation Admissions","2020",654
"Tennessee","Total Population","2020",22685
"Tennessee","Supervision Violation Population","2020",1617
"Tennessee","Probation Violation Population","2020",1428
"Tennessee","Probation New Offense Violation Population","2020",127
"Tennessee","Probation Technical Violation Population","2020",1301
"Tennessee","Parole Violation Population","2020",189
"Tennessee","Parole New Offense Violation Population","2020",27
"Tennessee","Parole Technical Violation Population","2020",162
"Tennessee","Total Admissions","2021",9358
"Tennessee","Supervision Violation Admissions","2021",3181
"Tennessee","Probation Violation Admissions","2021",2445
"Tennessee","Probation New Offense Violation Admissions","2021",152
"Tennessee","Probation Technical Violation Admissions","2021",2293
"Tennessee","Parole Violation Admissions","2021",736
"Tennessee","Parole New Offense Violation Admissions","2021",95
"Tennessee","Parole Technical Violation Admissions","2021",641
"Tennessee","Total Population","2021",21995
"Tennessee","Supervision Violation Population","2021",1465
"Tennessee","Probation Violation Population","2021",1241
"Tennessee","Probation New Offense Violation Population","2021",125
"Tennessee","Probation Technical Violation Population","2021",1116
"Tennessee","Parole Violation Population","2021",224
"Tennessee","Parole New Offense Violation Population","2021",33
"Tennessee","Parole Technical Violation Population","2021",191
"Texas","Total Admissions","2018",65710
"Texas","Supervision Violation Admissions","2018",28500
"Texas","Probation Violation Admissions","2018",21121
"Texas","Probation New Offense Violation Admissions","2018",10433
"Texas","Probation Technical Violation Admissions","2018",10688
"Texas","Parole Violation Admissions","2018",7379
"Texas","Parole New Offense Violation Admissions","2018",5282
"Texas","Parole Technical Violation Admissions","2018",2097
"Texas","Total Population","2018",145019
"Texas","Supervision Violation Population","2018",34296
"Texas","Probation Violation Population","2018",25708
"Texas","Probation New Offense Violation Population","2018",NA
"Texas","Probation Technical Violation Population","2018",NA
"Texas","Parole Violation Population","2018",8588
"Texas","Parole New Offense Violation Population","2018",6260
"Texas","Parole Technical Violation Population","2018",2328
"Texas","Total Admissions","2019",62621
"Texas","Supervision Violation Admissions","2019",25618
"Texas","Probation Violation Admissions","2019",18945
"Texas","Probation New Offense Violation Admissions","2019",9719
"Texas","Probation Technical Violation Admissions","2019",9226
"Texas","Parole Violation Admissions","2019",6673
"Texas","Parole New Offense Violation Admissions","2019",4911
"Texas","Parole Technical Violation Admissions","2019",1762
"Texas","Total Population","2019",142169
"Texas","Supervision Violation Population","2019",32818
"Texas","Probation Violation Population","2019",24717
"Texas","Probation New Offense Violation Population","2019",NA
"Texas","Probation Technical Violation Population","2019",NA
"Texas","Parole Violation Population","2019",8101
"Texas","Parole New Offense Violation Population","2019",5973
"Texas","Parole Technical Violation Population","2019",2128
"Texas","Total Admissions","2020",37286
"Texas","Supervision Violation Admissions","2020",15667
"Texas","Probation Violation Admissions","2020",11915
"Texas","Probation New Offense Violation Admissions","2020",6581
"Texas","Probation Technical Violation Admissions","2020",5334
"Texas","Parole Violation Admissions","2020",3752
"Texas","Parole New Offense Violation Admissions","2020",2864
"Texas","Parole Technical Violation Admissions","2020",888
"Texas","Total Population","2020",121119
"Texas","Supervision Violation Population","2020",25822
"Texas","Probation Violation Population","2020",19350
"Texas","Probation New Offense Violation Population","2020",NA
"Texas","Probation Technical Violation Population","2020",NA
"Texas","Parole Violation Population","2020",6472
"Texas","Parole New Offense Violation Population","2020",4878
"Texas","Parole Technical Violation Population","2020",1594
"Texas","Total Admissions","2021",42418
"Texas","Supervision Violation Admissions","2021",19266
"Texas","Probation Violation Admissions","2021",14339
"Texas","Probation New Offense Violation Admissions","2021",8465
"Texas","Probation Technical Violation Admissions","2021",5874
"Texas","Parole Violation Admissions","2021",4927
"Texas","Parole New Offense Violation Admissions","2021",3920
"Texas","Parole Technical Violation Admissions","2021",1007
"Texas","Total Population","2021",117876
"Texas","Supervision Violation Population","2021",24929
"Texas","Probation Violation Population","2021",19005
"Texas","Probation New Offense Violation Population","2021",NA
"Texas","Probation Technical Violation Population","2021",NA
"Texas","Parole Violation Population","2021",5924
"Texas","Parole New Offense Violation Population","2021",4642
"Texas","Parole Technical Violation Population","2021",1282
"Utah","Total Admissions","2018",3746
"Utah","Supervision Violation Admissions","2018",2997
"Utah","Probation Violation Admissions","2018",1028
"Utah","Probation New Offense Violation Admissions","2018",597
"Utah","Probation Technical Violation Admissions","2018",431
"Utah","Parole Violation Admissions","2018",1969
"Utah","Parole New Offense Violation Admissions","2018",671
"Utah","Parole Technical Violation Admissions","2018",1298
"Utah","Total Population","2018",6687
"Utah","Supervision Violation Population","2018",3329
"Utah","Probation Violation Population","2018",1504
"Utah","Probation New Offense Violation Population","2018",1036
"Utah","Probation Technical Violation Population","2018",468
"Utah","Parole Violation Population","2018",1825
"Utah","Parole New Offense Violation Population","2018",1047
"Utah","Parole Technical Violation Population","2018",778
"Utah","Total Admissions","2019",4057
"Utah","Supervision Violation Admissions","2019",3294
"Utah","Probation Violation Admissions","2019",984
"Utah","Probation New Offense Violation Admissions","2019",569
"Utah","Probation Technical Violation Admissions","2019",415
"Utah","Parole Violation Admissions","2019",2310
"Utah","Parole New Offense Violation Admissions","2019",608
"Utah","Parole Technical Violation Admissions","2019",1702
"Utah","Total Population","2019",6740
"Utah","Supervision Violation Population","2019",3417
"Utah","Probation Violation Population","2019",1483
"Utah","Probation New Offense Violation Population","2019",1018
"Utah","Probation Technical Violation Population","2019",465
"Utah","Parole Violation Population","2019",1934
"Utah","Parole New Offense Violation Population","2019",1046
"Utah","Parole Technical Violation Population","2019",888
"Utah","Total Admissions","2020",2946
"Utah","Supervision Violation Admissions","2020",2485
"Utah","Probation Violation Admissions","2020",539
"Utah","Probation New Offense Violation Admissions","2020",331
"Utah","Probation Technical Violation Admissions","2020",208
"Utah","Parole Violation Admissions","2020",1946
"Utah","Parole New Offense Violation Admissions","2020",614
"Utah","Parole Technical Violation Admissions","2020",1332
"Utah","Total Population","2020",5479
"Utah","Supervision Violation Population","2020",2660
"Utah","Probation Violation Population","2020",995
"Utah","Probation New Offense Violation Population","2020",761
"Utah","Probation Technical Violation Population","2020",234
"Utah","Parole Violation Population","2020",1665
"Utah","Parole New Offense Violation Population","2020",950
"Utah","Parole Technical Violation Population","2020",715
"Utah","Total Admissions","2021",3622
"Utah","Supervision Violation Admissions","2021",3090
"Utah","Probation Violation Admissions","2021",650
"Utah","Probation New Offense Violation Admissions","2021",400
"Utah","Probation Technical Violation Admissions","2021",250
"Utah","Parole Violation Admissions","2021",2440
"Utah","Parole New Offense Violation Admissions","2021",593
"Utah","Parole Technical Violation Admissions","2021",1847
"Utah","Total Population","2021",5940
"Utah","Supervision Violation Population","2021",3202
"Utah","Probation Violation Population","2021",1069
"Utah","Probation New Offense Violation Population","2021",795
"Utah","Probation Technical Violation Population","2021",274
"Utah","Parole Violation Population","2021",2133
"Utah","Parole New Offense Violation Population","2021",1064
"Utah","Parole Technical Violation Population","2021",1069
"Vermont","Total Admissions","2018",9146
"Vermont","Supervision Violation Admissions","2018",2793
"Vermont","Probation Violation Admissions","2018",1054
"Vermont","Probation New Offense Violation Admissions","2018",NA
"Vermont","Probation Technical Violation Admissions","2018",NA
"Vermont","Parole Violation Admissions","2018",1739
"Vermont","Parole New Offense Violation Admissions","2018",NA
"Vermont","Parole Technical Violation Admissions","2018",NA
"Vermont","Total Population","2018",1249
"Vermont","Supervision Violation Population","2018",507
"Vermont","Probation Violation Population","2018",118
"Vermont","Probation New Offense Violation Population","2018",NA
"Vermont","Probation Technical Violation Population","2018",NA
"Vermont","Parole Violation Population","2018",389
"Vermont","Parole New Offense Violation Population","2018",NA
"Vermont","Parole Technical Violation Population","2018",NA
"Vermont","Total Admissions","2019",8372
"Vermont","Supervision Violation Admissions","2019",2654
"Vermont","Probation Violation Admissions","2019",1012
"Vermont","Probation New Offense Violation Admissions","2019",NA
"Vermont","Probation Technical Violation Admissions","2019",NA
"Vermont","Parole Violation Admissions","2019",1642
"Vermont","Parole New Offense Violation Admissions","2019",NA
"Vermont","Parole Technical Violation Admissions","2019",NA
"Vermont","Total Population","2019",1282
"Vermont","Supervision Violation Population","2019",570
"Vermont","Probation Violation Population","2019",144
"Vermont","Probation New Offense Violation Population","2019",NA
"Vermont","Probation Technical Violation Population","2019",NA
"Vermont","Parole Violation Population","2019",426
"Vermont","Parole New Offense Violation Population","2019",NA
"Vermont","Parole Technical Violation Population","2019",NA
"Vermont","Total Admissions","2020",5928
"Vermont","Supervision Violation Admissions","2020",1970
"Vermont","Probation Violation Admissions","2020",736
"Vermont","Probation New Offense Violation Admissions","2020",NA
"Vermont","Probation Technical Violation Admissions","2020",NA
"Vermont","Parole Violation Admissions","2020",1234
"Vermont","Parole New Offense Violation Admissions","2020",NA
"Vermont","Parole Technical Violation Admissions","2020",NA
"Vermont","Total Population","2020",1266
"Vermont","Supervision Violation Population","2020",577
"Vermont","Probation Violation Population","2020",146
"Vermont","Probation New Offense Violation Population","2020",NA
"Vermont","Probation Technical Violation Population","2020",NA
"Vermont","Parole Violation Population","2020",431
"Vermont","Parole New Offense Violation Population","2020",NA
"Vermont","Parole Technical Violation Population","2020",NA
"Vermont","Total Admissions","2021",2835
"Vermont","Supervision Violation Admissions","2021",1010
"Vermont","Probation Violation Admissions","2021",433
"Vermont","Probation New Offense Violation Admissions","2021",NA
"Vermont","Probation Technical Violation Admissions","2021",NA
"Vermont","Parole Violation Admissions","2021",577
"Vermont","Parole New Offense Violation Admissions","2021",NA
"Vermont","Parole Technical Violation Admissions","2021",NA
"Vermont","Total Population","2021",926
"Vermont","Supervision Violation Population","2021",411
"Vermont","Probation Violation Population","2021",94
"Vermont","Probation New Offense Violation Population","2021",NA
"Vermont","Probation Technical Violation Population","2021",NA
"Vermont","Parole Violation Population","2021",317
"Vermont","Parole New Offense Violation Population","2021",NA
"Vermont","Parole Technical Violation Population","2021",NA
"Virginia","Total Admissions","2018",12077
"Virginia","Supervision Violation Admissions","2018",6209
"Virginia","Probation Violation Admissions","2018",6159
"Virginia","Probation New Offense Violation Admissions","2018",4580
"Virginia","Probation Technical Violation Admissions","2018",1579
"Virginia","Parole Violation Admissions","2018",50
"Virginia","Parole New Offense Violation Admissions","2018",37
"Virginia","Parole Technical Violation Admissions","2018",13
"Virginia","Total Population","2018",37304
"Virginia","Supervision Violation Population","2018",14526
"Virginia","Probation Violation Population","2018",13410
"Virginia","Probation New Offense Violation Population","2018",11192
"Virginia","Probation Technical Violation Population","2018",2218
"Virginia","Parole Violation Population","2018",1116
"Virginia","Parole New Offense Violation Population","2018",1024
"Virginia","Parole Technical Violation Population","2018",92
"Virginia","Total Admissions","2019",11864
"Virginia","Supervision Violation Admissions","2019",5822
"Virginia","Probation Violation Admissions","2019",5792
"Virginia","Probation New Offense Violation Admissions","2019",4509
"Virginia","Probation Technical Violation Admissions","2019",1283
"Virginia","Parole Violation Admissions","2019",30
"Virginia","Parole New Offense Violation Admissions","2019",17
"Virginia","Parole Technical Violation Admissions","2019",13
"Virginia","Total Population","2019",36930
"Virginia","Supervision Violation Population","2019",15856
"Virginia","Probation Violation Population","2019",15151
"Virginia","Probation New Offense Violation Population","2019",13260
"Virginia","Probation Technical Violation Population","2019",1891
"Virginia","Parole Violation Population","2019",705
"Virginia","Parole New Offense Violation Population","2019",579
"Virginia","Parole Technical Violation Population","2019",126
"Virginia","Total Admissions","2020",9880
"Virginia","Supervision Violation Admissions","2020",4969
"Virginia","Probation Violation Admissions","2020",4944
"Virginia","Probation New Offense Violation Admissions","2020",3852
"Virginia","Probation Technical Violation Admissions","2020",1092
"Virginia","Parole Violation Admissions","2020",25
"Virginia","Parole New Offense Violation Admissions","2020",13
"Virginia","Parole Technical Violation Admissions","2020",12
"Virginia","Total Population","2020",33788
"Virginia","Supervision Violation Population","2020",13646
"Virginia","Probation Violation Population","2020",13251
"Virginia","Probation New Offense Violation Population","2020",11932
"Virginia","Probation Technical Violation Population","2020",1319
"Virginia","Parole Violation Population","2020",395
"Virginia","Parole New Offense Violation Population","2020",316
"Virginia","Parole Technical Violation Population","2020",79
"Virginia","Total Admissions","2021",8897
"Virginia","Supervision Violation Admissions","2021",4361
"Virginia","Probation Violation Admissions","2021",4327
"Virginia","Probation New Offense Violation Admissions","2021",3423
"Virginia","Probation Technical Violation Admissions","2021",904
"Virginia","Parole Violation Admissions","2021",34
"Virginia","Parole New Offense Violation Admissions","2021",18
"Virginia","Parole Technical Violation Admissions","2021",16
"Virginia","Total Population","2021",31197
"Virginia","Supervision Violation Population","2021",12201
"Virginia","Probation Violation Population","2021",11850
"Virginia","Probation New Offense Violation Population","2021",10774
"Virginia","Probation Technical Violation Population","2021",1076
"Virginia","Parole Violation Population","2021",351
"Virginia","Parole New Offense Violation Population","2021",278
"Virginia","Parole Technical Violation Population","2021",73
"Washington","Total Admissions","2018",8102
"Washington","Supervision Violation Admissions","2018",3369
"Washington","Probation Violation Admissions","2018",NA
"Washington","Probation New Offense Violation Admissions","2018",NA
"Washington","Probation Technical Violation Admissions","2018",NA
"Washington","Parole Violation Admissions","2018",3369
"Washington","Parole New Offense Violation Admissions","2018",1953
"Washington","Parole Technical Violation Admissions","2018",1416
"Washington","Total Population","2018",20325
"Washington","Supervision Violation Population","2018",7988
"Washington","Probation Violation Population","2018",NA
"Washington","Probation New Offense Violation Population","2018",NA
"Washington","Probation Technical Violation Population","2018",NA
"Washington","Parole Violation Population","2018",7988
"Washington","Parole New Offense Violation Population","2018",5326
"Washington","Parole Technical Violation Population","2018",2662
"Washington","Total Admissions","2019",7701
"Washington","Supervision Violation Admissions","2019",3184
"Washington","Probation Violation Admissions","2019",NA
"Washington","Probation New Offense Violation Admissions","2019",NA
"Washington","Probation Technical Violation Admissions","2019",NA
"Washington","Parole Violation Admissions","2019",3184
"Washington","Parole New Offense Violation Admissions","2019",1862
"Washington","Parole Technical Violation Admissions","2019",1322
"Washington","Total Population","2019",19806
"Washington","Supervision Violation Population","2019",7665
"Washington","Probation Violation Population","2019",NA
"Washington","Probation New Offense Violation Population","2019",NA
"Washington","Probation Technical Violation Population","2019",NA
"Washington","Parole Violation Population","2019",7665
"Washington","Parole New Offense Violation Population","2019",4927
"Washington","Parole Technical Violation Population","2019",2738
"Washington","Total Admissions","2020",4850
"Washington","Supervision Violation Admissions","2020",2142
"Washington","Probation Violation Admissions","2020",NA
"Washington","Probation New Offense Violation Admissions","2020",NA
"Washington","Probation Technical Violation Admissions","2020",NA
"Washington","Parole Violation Admissions","2020",2142
"Washington","Parole New Offense Violation Admissions","2020",1134
"Washington","Parole Technical Violation Admissions","2020",1008
"Washington","Total Population","2020",15726
"Washington","Supervision Violation Population","2020",5351
"Washington","Probation Violation Population","2020",NA
"Washington","Probation New Offense Violation Population","2020",NA
"Washington","Probation Technical Violation Population","2020",NA
"Washington","Parole Violation Population","2020",5351
"Washington","Parole New Offense Violation Population","2020",3693
"Washington","Parole Technical Violation Population","2020",1658
"Washington","Total Admissions","2021",4634
"Washington","Supervision Violation Admissions","2021",1920
"Washington","Probation Violation Admissions","2021",NA
"Washington","Probation New Offense Violation Admissions","2021",NA
"Washington","Probation Technical Violation Admissions","2021",NA
"Washington","Parole Violation Admissions","2021",1920
"Washington","Parole New Offense Violation Admissions","2021",927
"Washington","Parole Technical Violation Admissions","2021",993
"Washington","Total Population","2021",13675
"Washington","Supervision Violation Population","2021",4270
"Washington","Probation Violation Population","2021",NA
"Washington","Probation New Offense Violation Population","2021",NA
"Washington","Probation Technical Violation Population","2021",NA
"Washington","Parole Violation Population","2021",4270
"Washington","Parole New Offense Violation Population","2021",2973
"Washington","Parole Technical Violation Population","2021",1297
"West Virginia","Total Admissions","2018",3881
"West Virginia","Supervision Violation Admissions","2018",1144
"West Virginia","Probation Violation Admissions","2018",530
"West Virginia","Probation New Offense Violation Admissions","2018",9
"West Virginia","Probation Technical Violation Admissions","2018",521
"West Virginia","Parole Violation Admissions","2018",614
"West Virginia","Parole New Offense Violation Admissions","2018",315
"West Virginia","Parole Technical Violation Admissions","2018",299
"West Virginia","Total Population","2018",6776
"West Virginia","Supervision Violation Population","2018",796
"West Virginia","Probation Violation Population","2018",796
"West Virginia","Probation New Offense Violation Population","2018",65
"West Virginia","Probation Technical Violation Population","2018",731
"West Virginia","Parole Violation Population","2018",NA
"West Virginia","Parole New Offense Violation Population","2018",NA
"West Virginia","Parole Technical Violation Population","2018",NA
"West Virginia","Total Admissions","2019",3885
"West Virginia","Supervision Violation Admissions","2019",1258
"West Virginia","Probation Violation Admissions","2019",516
"West Virginia","Probation New Offense Violation Admissions","2019",4
"West Virginia","Probation Technical Violation Admissions","2019",512
"West Virginia","Parole Violation Admissions","2019",742
"West Virginia","Parole New Offense Violation Admissions","2019",340
"West Virginia","Parole Technical Violation Admissions","2019",402
"West Virginia","Total Population","2019",6800
"West Virginia","Supervision Violation Population","2019",904
"West Virginia","Probation Violation Population","2019",904
"West Virginia","Probation New Offense Violation Population","2019",59
"West Virginia","Probation Technical Violation Population","2019",845
"West Virginia","Parole Violation Population","2019",NA
"West Virginia","Parole New Offense Violation Population","2019",NA
"West Virginia","Parole Technical Violation Population","2019",NA
"West Virginia","Total Admissions","2020",3473
"West Virginia","Supervision Violation Admissions","2020",1570
